"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"240802",,"Saint-Ambroise","4","2",1651.00,723.00,700.00,1678.00,1678.00,717.00,698.00,"0.8944","0","0","0","24",,
"240803",,"Saint-André-Avellin","4","2",1642.00,813.00,777.00,1903.00,1903.00,841.00,803.00,"2.3842","0","0","0","24",,
"240805",,"Saint-Anselme","4","2",2729.00,1219.00,1166.00,2541.00,2688.00,1162.00,1122.00,"3.3517","1","0","0","24",,
"240807",,"Saint-Basile-Sud","4","2",1444.00,715.00,683.00,1387.00,1387.00,670.00,645.00,"1.9369","0","0","0","24",,
"240811",,"Saint-Césaire","4","2",3869.00,1769.00,1699.00,3815.00,3815.00,1691.00,1663.00,"2.3488","0","0","0","24",,
"240815",,"Saint-Damase","4","2",1139.00,504.00,491.00,1138.00,1138.00,490.00,482.00,"1.9886","0","0","0","24",,
"240816",,"Saint-Damien-de-Buckland","4","2",1206.00,616.00,598.00,1203.00,1203.00,607.00,582.00,"1.5606","0","0","0","24",,
"240819",,"Saint-Donat-de-Montcalm","4","2",1512.00,1057.00,792.00,1213.00,1479.00,1056.00,747.00,"3.2565","1","0","0","24",,
"240822",,"Saint-Fabien","4","2",1067.00,526.00,499.00,1145.00,1145.00,530.00,512.00,"1.5284","0","0","0","24",,
"240823",,"Saint-Félicien","4","2",6751.00,3419.00,3222.00,7096.00,7096.00,3364.00,3197.00,"8.5822","0","0","0","24",,
"240824",,"Saint-Félix-de-Valois","4","2",3544.00,1629.00,1584.00,2978.00,2978.00,1344.00,1281.00,"4.0722","0","0","0","24",,
"240825",,"Saint-Gabriel","4","2",3068.00,1653.00,1505.00,2664.00,2895.00,1645.00,1398.00,"3.5402","1","0","0","24",,
"240826",,"Saint-Gédéon","4","2",1439.00,673.00,641.00,1542.00,1542.00,666.00,631.00,"2.4167","0","0","0","24",,
"240828",,"Saint-Georges","1","2",27402.00,13743.00,13176.00,26921.00,27103.00,12872.00,12492.00,"27.0947","1","0","0","24",,"428"
"240830",,"Saint-Germain-de-Grantham","2","2",3436.00,1435.00,1407.00,3485.00,3485.00,1411.00,1377.00,"2.6601","0","0","0","24",,"447"
"240831",,"Saint-Henri-de-Lévis","2","2",1761.00,794.00,777.00,1735.00,1735.00,763.00,740.00,"0.946","0","0","0","24",,"421"
"240832",,"Saint-Honoré","2","2",2394.00,975.00,957.00,2265.00,2265.00,863.00,854.00,"1.9938","0","0","0","24",,"408"
"240834",,"Saint-Hyacinthe","1","3",50616.00,25081.00,23974.00,50032.00,50104.00,24583.00,23089.00,"30.7954","1","0","0","24",,"452"
"240835",,"Saint-Jacques","4","2",2647.00,1209.00,1174.00,2126.00,2269.00,997.00,966.00,"3.3087","1","0","0","24",,
"240836",,"Saint-Jean-sur-Richelieu","6","3",88083.00,40351.00,39089.00,84685.00,85022.00,38134.00,37004.00,"53.7977","1","0","0","24",,"462"
"240840",,"Saint-Jean-Port-Joli","4","2",1381.00,706.00,668.00,1407.00,1407.00,713.00,660.00,"1.7126","0","0","0","24",,
"240841",,"Métabetchouan","4","2",2222.00,1016.00,966.00,2123.00,2167.00,1019.00,960.00,"2.5178","1","0","0","24",,
"240842",,"Saint-Jérôme","6","4",100859.00,46659.00,45071.00,77146.00,91205.00,41561.00,39706.00,"96.9745","1","0","0","24",,"462"
"240844",,"Saint-Joseph-de-Beauce","4","2",3494.00,1629.00,1562.00,3695.00,3695.00,1677.00,1620.00,"4.3007","0","0","0","24",,
"240846",,"Saint-Joseph-de-Lanoraie","4","2",2850.00,1242.00,1204.00,2576.00,2576.00,1136.00,1086.00,"2.8942","0","0","0","24",,
"240847",,"Saint-Jovite","4","2",6206.00,3626.00,3088.00,5515.00,5744.00,3136.00,2733.00,"11.4083","1","0","0","24",,
"240849",,"Saint-Marc-des-Carrières","4","2",2005.00,963.00,927.00,2134.00,2134.00,982.00,925.00,"2.6086","0","0","0","24",,
"240850",,"Saint-Michel-des-Saints","4","2",1106.00,579.00,526.00,1131.00,1131.00,551.00,510.00,"1.7637","0","0","0","24",,
"240852",,"Saint-Pacôme","4","2",1145.00,410.00,388.00,,940.00,391.00,372.00,"1.162","1","0","0","24",,
"240854",,"Saint-Pascal","4","2",2534.00,1162.00,1116.00,2471.00,2471.00,1176.00,1117.00,"3.3517","0","0","0","24",,
"240855",,"Saint-Pie","4","2",3189.00,1352.00,1311.00,2980.00,2980.00,1297.00,1236.00,"2.4884","0","0","0","24",,
"240857",,"Saint-Prosper","4","2",2006.00,940.00,922.00,2319.00,2319.00,1018.00,987.00,"2.2348","0","0","0","24",,
"240858",,"Saint-Raphaël","4","2",1093.00,508.00,487.00,1113.00,1113.00,487.00,464.00,"1.0785","0","0","0","24",,
"240859",,"Saint-Raymond","4","2",3057.00,1579.00,1467.00,3227.00,3242.00,1569.00,1483.00,"4.3724","1","0","0","24",,
"240861",,"Saint-Rémi","4","2",7025.00,3065.00,2986.00,6891.00,6891.00,3036.00,2914.00,"4.0076","0","0","0","24",,
"240863",,"Saint-Sauveur-des-Monts","4","2",8854.00,5635.00,4786.00,7849.00,7849.00,5290.00,4114.00,"10.059","0","0","0","24",,
"240866",,"Saint-Tite","4","2",2190.00,1315.00,1201.00,2381.00,2381.00,1297.00,1202.00,"2.6885","0","0","0","24",,
"240874",,"Sainte-Adèle","4","2",6019.00,3495.00,3141.00,5786.00,5894.00,3436.00,2958.00,"9.0961","1","0","0","24",,
"240876",,"Sainte-Anne-des-Monts","4","2",3370.00,1924.00,1750.00,3277.00,3576.00,1883.00,1741.00,"6.4284","1","0","0","24",,
"240877",,"Sainte-Claire","4","2",2226.00,1064.00,1024.00,2389.00,2389.00,1076.00,1039.00,"1.797","0","0","0","24",,
"240878",,"Sainte-Croix","4","2",1424.00,715.00,650.00,1401.00,1401.00,698.00,634.00,"2.2935","0","0","0","24",,
"240881",,"Sainte-Madeleine","4","2",1989.00,886.00,863.00,1959.00,1959.00,877.00,831.00,"2.3849","0","0","0","24",,
"240882",,"Sainte-Marie","1","2",10716.00,4614.00,4519.00,11083.00,11220.00,4890.00,4721.00,"10.6506","1","0","0","24",,"423"
"240883",,"Sainte-Martine","4","2",4412.00,1928.00,1891.00,3931.00,3931.00,1722.00,1683.00,"3.4849","0","0","0","24",,
"240885",,"Sainte-Thècle","4","2",1302.00,685.00,636.00,1333.00,1375.00,726.00,662.00,"2.287","1","0","0","24",,
"240920",,"Témiscaming","4","2",1308.00,719.00,640.00,1361.00,1361.00,759.00,640.00,"1.2397","0","0","0","24",,
"240929",,"Thetford Mines","1","2",17046.00,8606.00,8069.00,16174.00,16236.00,8348.00,7920.00,"15.0955","1","0","0","24",,"430"
"240936",,"Thurso","2","2",2833.00,1397.00,1315.00,2533.00,2533.00,1191.00,1115.00,"3.0654","0","0","0","24",,"505"
"240952",,"Trois-Pistoles","4","2",3031.00,1639.00,1513.00,3058.00,3076.00,1639.00,1489.00,"4.0601","1","0","0","24",,
"240953",,"Trois-Rivières","1","4",128057.00,65496.00,62077.00,114203.00,124158.00,63345.00,58877.00,"98.5804","1","0","0","24",,"442"
"240965",,"Val-d'Or","1","2",25473.00,12673.00,12079.00,25541.00,25590.00,12381.00,11826.00,"25.1743","1","0","0","24",,"480"
"240968",,"Valcourt","4","2",1805.00,923.00,879.00,1806.00,1806.00,908.00,823.00,"2.9674","0","0","0","24",,
"240969",,"Vallée-Jonction","4","2",1213.00,562.00,543.00,1268.00,1273.00,598.00,574.00,"1.0629","1","0","0","24",,
"240971",,"Salaberry-de-Valleyfield","1","3",41655.00,20450.00,19596.00,39048.00,39655.00,18867.00,18170.00,"33.9313","1","0","0","24",,"465"
"240976",,"Varennes","6","2",20591.00,8275.00,8163.00,20575.00,20585.00,8039.00,7897.00,"10.3601","1","0","0","24",,"462"
"240981",,"Verchères","2","2",4359.00,1875.00,1827.00,4429.00,4429.00,1853.00,1828.00,"2.9902","0","0","0","24",,"462"
"240987",,"Victoriaville","1","3",46322.00,22430.00,21207.00,44735.00,44735.00,20745.00,20050.00,"35.2661","0","0","0","24",,"440"
"240989",,"Ville-Marie","4","2",2017.00,1060.00,1002.00,2113.00,2113.00,1139.00,1067.00,"1.8389","0","0","0","24",,
"241000",,"Warwick","4","2",3239.00,1519.00,1463.00,3200.00,3200.00,1448.00,1404.00,"3.8915","0","0","0","24",,
"241004",,"Waterloo","4","2",4727.00,2322.00,2168.00,3401.00,4273.00,2071.00,1923.00,"7.7357","1","0","0","24",,
"241033",,"Windsor","4","2",4981.00,2298.00,2216.00,5064.00,5074.00,2266.00,2199.00,"4.9201","1","0","0","24",,
"241042",,"Yamachiche","2","2",1222.00,536.00,524.00,1240.00,1245.00,551.00,525.00,"1.8475","1","0","0","24",,"442"
"241051",,"Buckingham","2","2",17407.00,8012.00,7746.00,16685.00,16791.00,7467.00,7263.00,"19.7417","1","0","0","24",,"505"
"241061",,"Fermont","4","2",2151.00,1459.00,927.00,2288.00,2288.00,1447.00,975.00,"1.4495","0","0","0","24",,
"241064",,"Gaspé","4","2",2803.00,1377.00,1322.00,2609.00,2609.00,1293.00,1206.00,"4.9523","0","0","0","24",,
"241066",,"Rivière-au-Renard","4","2",1045.00,524.00,496.00,1074.00,1106.00,509.00,487.00,"2.096","1","0","0","24",,
"241072",,"Port-Alfred-Bagotville","2","2",13350.00,6518.00,6270.00,13865.00,13865.00,6507.00,6286.00,"13.1104","0","0","0","24",,"408"
"241123",,"Daveluyville","4","2",1345.00,670.00,629.00,1236.00,1306.00,659.00,594.00,"2.5287","1","0","0","24",,
"241127",,"Les Coteaux","6","2",19582.00,8213.00,7938.00,17396.00,17396.00,7064.00,6802.00,"18.1275","0","0","0","24",,"462"
"241145",,"Maskinongé","4","2",1409.00,659.00,643.00,1368.00,1368.00,624.00,604.00,"2.1482","0","0","0","24",,
"241148",,"Saint-Cyrille-de-Wendover","2","2",1315.00,545.00,522.00,1216.00,1216.00,502.00,493.00,"0.9406","0","0","0","24",,"447"
"241154",,"Sainte-Justine","4","2",1079.00,483.00,454.00,1077.00,1077.00,482.00,453.00,"1.1783","0","0","0","24",,
"241177",,"Châteauguay","6","3",75891.00,30928.00,30221.00,71164.00,71164.00,29155.00,28227.00,"50.4811","0","0","0","24",,"462"
"241179",,"Sainte-Anne-des-Plaines","6","2",11269.00,4560.00,4482.00,10865.00,10865.00,4245.00,4113.00,"4.0651","0","0","0","24",,"462"
"241184",,"Sainte-Julienne","4","2",3469.00,1698.00,1553.00,3263.00,3263.00,1507.00,1420.00,"6.4944","0","0","0","24",,
"241186",,"Danville","4","2",1652.00,854.00,805.00,1577.00,1577.00,842.00,773.00,"2.3376","0","0","0","24",,
"241205",,"Brownsburg","4","2",1315.00,682.00,635.00,1425.00,1425.00,698.00,655.00,"1.0048","0","0","0","24",,
"241235",,"Saint-Éphrem-de-Tring","4","2",1373.00,636.00,600.00,1385.00,1385.00,622.00,567.00,"1.9827","0","0","0","24",,
"241238",,"Le Bic","2","2",1132.00,513.00,498.00,1115.00,1115.00,499.00,487.00,"1.2307","0","0","0","24",,"404"
"241252",,"Lac-Lapierre","2","2",2533.00,1090.00,1034.00,2480.00,2480.00,1063.00,1031.00,"2.6037","0","0","0","24",,"462"
"241261",,"Saint-Sulpice","2","2",1769.00,760.00,745.00,1753.00,1853.00,766.00,751.00,"1.1674","1","0","0","24",,"462"
"241277",,"Saint-Alexandre","4","2",1466.00,552.00,535.00,1304.00,1304.00,527.00,510.00,"1.9323","0","0","0","24",,
"241284",,"Hauterive","1","2",11147.00,5441.00,5130.00,11549.00,11549.00,5430.00,5175.00,"8.6712","0","0","0","24",,"406"
"241286",,"Laurier-Station","4","2",1856.00,875.00,845.00,1894.00,1894.00,848.00,824.00,"2.9739","0","0","0","24",,
"241287",,"Kingsey Falls","4","2",1419.00,596.00,580.00,1452.00,1452.00,591.00,559.00,"2.7691","0","0","0","24",,
"241318",,"Filion","4","2",3572.00,1425.00,1406.00,3334.00,4244.00,1629.00,1608.00,"3.488","1","0","0","24",,
"241326",,"Saint-Denis","4","2",1048.00,500.00,485.00,,985.00,474.00,450.00,"1.0715","1","0","0","24",,
"241332",,"Rougemont","4","2",1668.00,723.00,709.00,1481.00,1593.00,701.00,657.00,"3.3331","1","0","0","24",,
"241333",,"Roxton Pond","2","2",2701.00,1195.00,1122.00,2301.00,2301.00,1055.00,972.00,"3.2817","0","0","0","24",,"450"
"241334",,"Lac-Alouette","4","2",4687.00,2010.00,1945.00,4473.00,4557.00,1906.00,1795.00,"6.7778","1","0","0","24",,
"241335",,"Saint-Liboire","4","2",1844.00,682.00,675.00,1775.00,1775.00,632.00,628.00,"2.1537","0","0","0","24",,
"241337",,"Carleton","4","2",1198.00,611.00,591.00,1101.00,1117.00,581.00,547.00,"1.0269","1","0","0","24",,
"241338",,"Betsiamites","4","2",2104.00,732.00,716.00,2105.00,2105.00,747.00,726.00,"1.7776","0","0","0","24",,
"241339",,"Mistissini","4","2",3190.00,938.00,843.00,2869.00,3523.00,1066.00,905.00,"3.0468","1","0","0","24",,
"241340",,"Chisasibi","4","2",3565.00,969.00,772.00,2967.00,3682.00,919.00,782.00,"5.4248","1","0","0","24",,
"241341",,"Notre-Dame-du-Mont-Carmel","4","2",1126.00,475.00,467.00,1091.00,1091.00,452.00,438.00,"1.2517","0","0","0","24",,
"241342",,"Saint-Roch-de-l'Achigan","2","2",2136.00,877.00,857.00,1373.00,1949.00,796.00,774.00,"1.4098","1","0","0","24",,"462"
"241358",,"Saint Grégoire","2","2",1651.00,719.00,694.00,1400.00,1597.00,676.00,648.00,"1.4041","1","0","0","24",,"442"
"241359",,"Bromont","2","2",5345.00,3090.00,2505.00,3895.00,4365.00,2716.00,2054.00,"7.92","1","0","0","24",,"450"
"241361",,"Les Cèdres","2","2",2214.00,925.00,904.00,2233.00,2233.00,932.00,901.00,"1.7852","0","0","0","24",,"462"
"241362",,"Oka","2","2",1299.00,631.00,605.00,1254.00,1269.00,617.00,586.00,"0.998","1","0","0","24",,"462"
"241363",,"Saint-Augustin","2","2",11769.00,4655.00,4568.00,9399.00,9453.00,3595.00,3519.00,"11.3519","1","0","0","24",,"462"
"241386",,"Waskaganish","4","2",1807.00,437.00,401.00,1839.00,1839.00,473.00,422.00,"0.8114","0","0","0","24",,
"241396",,"Maliotenam","2","2",1458.00,486.00,475.00,1363.00,1363.00,463.00,445.00,"0.7969","0","0","0","24",,"412"
"241397",,"Ville Lambert","2","2",2544.00,1086.00,1054.00,2443.00,2596.00,1076.00,1044.00,"2.6727","1","0","0","24",,"421"
"241398",,"Sainte-Catherine-de-la-Jacques-Cartier","2","2",1757.00,661.00,655.00,1633.00,1643.00,618.00,610.00,"0.825","1","0","0","24",,"421"
"241399",,"Domaine-Ouellet","2","2",3391.00,1143.00,1131.00,2894.00,2894.00,1028.00,1001.00,"1.1652","0","0","0","24",,"462"
"241400",,"Lac-Simon","2","2",1134.00,286.00,285.00,1243.00,1333.00,310.00,300.00,"2.2545","1","0","0","24",,"480"
"241432",,"Saint-Charles","4","2",1357.00,602.00,585.00,1482.00,1482.00,643.00,626.00,"1.3799","0","0","0","24",,
"241433",,"Manawan","4","2",1597.00,315.00,271.00,1648.00,1648.00,343.00,306.00,"0.8557","0","0","0","24",,
"241434",,"Terrasse-des-Pins","4","2",4395.00,1839.00,1798.00,4268.00,4382.00,1792.00,1754.00,"6.5298","1","0","0","24",,
"241435",,"Domaine-C.-L.-C.","2","2",1662.00,636.00,624.00,1521.00,1521.00,582.00,568.00,"1.9064","0","0","0","24",,"462"
"241436",,"Saint-Michel","4","2",1745.00,608.00,598.00,1558.00,1558.00,537.00,532.00,"1.055","0","0","0","24",,
"241437",,"L'Ange-Gardien","4","2",1720.00,695.00,677.00,1585.00,1600.00,648.00,627.00,"1.4717","1","0","0","24",,
"241438",,"Saint-Alexandre","4","2",1342.00,503.00,491.00,1093.00,1093.00,422.00,413.00,"1.2918","0","0","0","24",,
"241456",,"Angers","2","2",7259.00,2844.00,2781.00,6973.00,6973.00,2624.00,2583.00,"4.7624","0","0","0","24",,"505"
"241457",,"Beaumont","2","2",1209.00,501.00,481.00,1210.00,1210.00,549.00,467.00,"1.6373","0","0","0","24",,"421"
"241458",,"Black Lake","2","2",3266.00,1653.00,1571.00,3298.00,3298.00,1626.00,1543.00,"2.332","0","0","0","24",,"430"
"241459",,"Bromptonville","2","2",3862.00,1615.00,1569.00,2725.00,3687.00,1567.00,1537.00,"6.639","1","0","0","24",,"433"
"241460",,"Cap-Saint-Ignace","4","2",1160.00,518.00,488.00,1214.00,1214.00,515.00,488.00,"2.4689","0","0","0","24",,
"241462",,"Évain","2","2",2329.00,913.00,899.00,2426.00,2441.00,917.00,913.00,"1.9721","1","0","0","24",,"485"
"241463",,"Fossambault-sur-le-Lac","2","2",3367.00,1666.00,1369.00,2769.00,2931.00,1614.00,1196.00,"6.4413","1","0","0","24",,"421"
"241464",,"Godefroy","2","2",1463.00,633.00,615.00,1410.00,1410.00,592.00,585.00,"0.7885","0","0","0","24",,"442"
"241465",,"Inukjuak","4","2",1671.00,531.00,431.00,1312.00,1438.00,420.00,363.00,"1.976","1","0","0","24",,
"241466",,"Kuujjuaq","4","2",1958.00,910.00,709.00,1353.00,2219.00,864.00,753.00,"2.4565","1","0","0","24",,
"241467",,"Lac-Connelly","4","2",1272.00,697.00,591.00,1212.00,1212.00,660.00,541.00,"2.1553","0","0","0","24",,
"241468",,"LeBlanc","2","2",1186.00,481.00,462.00,1513.00,1518.00,573.00,543.00,"1.6922","1","0","0","24",,"450"
"241469",,"Maria","4","2",1421.00,618.00,582.00,1124.00,1422.00,615.00,570.00,"2.9686","1","0","0","24",,
"241470",,"Melocheville","2","2",3039.00,1391.00,1355.00,2621.00,2694.00,1232.00,1181.00,"2.3435","1","0","0","24",,"462"
"241471",,"Neuville","2","2",2543.00,1125.00,1079.00,2435.00,2512.00,1093.00,1040.00,"3.9774","1","0","0","24",,"421"
"241472",,"Obedjiwan","4","2",1259.00,277.00,272.00,1404.00,1404.00,292.00,287.00,"0.6301","0","0","0","24",,
"241473",,"Parc-Boutin","2","2",1246.00,452.00,444.00,1127.00,1127.00,439.00,415.00,"2.6686","0","0","0","24",,"421"
"241475",,"Puvirnituq","4","2",1456.00,449.00,348.00,1038.00,1038.00,361.00,245.00,"0.8695","0","0","0","24",,
"241477",,"Saint-Amable","2","2",11199.00,4362.00,4289.00,9486.00,10144.00,3877.00,3792.00,"7.8987","1","0","0","24",,"462"
"241478",,"Saint-Ambroise-de-Kildare","4","2",1883.00,765.00,755.00,1655.00,1792.00,731.00,715.00,"2.4653","1","0","0","24",,
"241479",,"Saint-Bernard","4","2",1223.00,505.00,495.00,1075.00,1075.00,448.00,438.00,"0.8768","0","0","0","24",,
"241480",,"Saint-Boniface","4","2",1365.00,596.00,582.00,1035.00,1307.00,547.00,529.00,"2.4342","1","0","0","24",,
"241481",,"Saint-Chrysostome","4","2",1171.00,550.00,510.00,1218.00,1218.00,563.00,534.00,"1.4383","0","0","0","24",,
"241482",,"Sainte-Agathe-des-Monts - Val-David","1","2",12136.00,7091.00,6064.00,11108.00,11348.00,6878.00,5573.00,"19.5055","1","0","0","24",,"467"
"241483",,"Sainte-Brigitte-de-Laval","2","2",4872.00,1953.00,1887.00,3917.00,4244.00,1763.00,1658.00,"6.0697","1","0","0","24",,"421"
"241484",,"Saint-Elzéar","4","2",1152.00,476.00,467.00,1057.00,1122.00,464.00,447.00,"0.657","1","0","0","24",,
"241485",,"Saint-Jean-Baptiste","4","2",1822.00,776.00,757.00,1703.00,1703.00,740.00,710.00,"3.5657","0","0","0","24",,
"241486",,"Saint-Léonard-d'Aston","4","2",1469.00,681.00,657.00,1336.00,1336.00,628.00,590.00,"1.5987","0","0","0","24",,
"241487",,"Saint-Michel-de-Bellechasse","4","2",1243.00,593.00,536.00,1146.00,1208.00,624.00,516.00,"1.8945","1","0","0","24",,
"241488",,"Saint-Polycarpe","4","2",1365.00,578.00,571.00,1165.00,1165.00,487.00,461.00,"0.8553","0","0","0","24",,
"241489",,"Saint-Prime","4","2",1069.00,486.00,462.00,1021.00,1021.00,447.00,434.00,"1.0456","0","0","0","24",,
"241490",,"Saint-Thomas","4","2",1589.00,691.00,674.00,1395.00,1416.00,631.00,615.00,"1.6293","1","0","0","24",,
"241491",,"Salluit","4","2",1107.00,327.00,292.00,1075.00,1255.00,306.00,267.00,"0.7638","1","0","0","24",,
"241492",,"Shannon","2","2",3131.00,1293.00,1199.00,2846.00,3179.00,1296.00,1147.00,"3.9534","1","0","0","24",,"421"
"241493",,"Stanstead","4","2",1483.00,727.00,670.00,1475.00,1475.00,743.00,665.00,"2.3515","0","0","0","24",,
"241494",,"Stoneham","2","2",1905.00,719.00,695.00,1854.00,1854.00,674.00,655.00,"2.6816","0","0","0","24",,"421"
"241495",,"Val-Maher","4","2",1674.00,636.00,628.00,1668.00,1668.00,619.00,617.00,"2.9777","0","0","0","24",,
"241579",,"Ayer's Cliff","4","2",1087.00,568.00,478.00,,963.00,557.00,435.00,"2.3235","1","0","0","24",,
"241580",,"Montagnac","2","2",1041.00,456.00,404.00,,913.00,413.00,347.00,"2.5955","1","0","0","24",,"433"
"241581",,"Mont-Saint-Grégoire","4","2",1021.00,388.00,374.00,,1015.00,370.00,368.00,"1.3969","1","0","0","24",,
"241582",,"Rivière-Beaudette","4","2",1854.00,812.00,752.00,,1592.00,731.00,660.00,"3.469","1","0","0","24",,
"241583",,"Saint-Étienne-des-Grès","4","2",1455.00,609.00,594.00,,1407.00,589.00,560.00,"2.4233","1","0","0","24",,
"241584",,"Saint-Jean-de-Matha","4","2",1121.00,546.00,488.00,,1004.00,464.00,428.00,"2.3325","1","0","0","24",,
"241585",,"Saint-Roch-de-Richelieu","4","2",1031.00,463.00,448.00,,841.00,379.00,364.00,"1.4943","1","0","0","24",,
"241586",,"Scott","4","2",1433.00,614.00,587.00,,1293.00,552.00,534.00,"2.6357","1","0","0","24",,
"241587",,"Venise-en-Québec","4","2",1069.00,668.00,539.00,,920.00,646.00,469.00,"1.4281","1","0","0","24",,
"241588",,"Wemindji","4","2",1324.00,422.00,335.00,,1209.00,334.00,291.00,"0.7113","1","0","0","24",,
"241589",,"Whapmagoostui - Kuujjuarapik","4","2",1411.00,359.00,333.00,,365.00,123.00,108.00,"0.9046","1","0","0","24",,
"350001",,"Acton","2","2",9377.00,3585.00,3519.00,9462.00,9462.00,3577.00,3512.00,"7.8376","0","0","0","35",,"535"
"350006",,"Alexandria","4","2",2906.00,1478.00,1416.00,2845.00,2845.00,1406.00,1339.00,"2.0689","0","0","0","35",,
"350007",,"Alfred","4","2",1086.00,516.00,491.00,1185.00,1185.00,548.00,520.00,"0.8654","0","0","0","35",,
"350008",,"Alliston","6","2",23253.00,8968.00,8739.00,18809.00,19092.00,7603.00,7436.00,"18.7782","1","0","0","35",,"535"
"350010",,"Almonte","2","2",6098.00,2810.00,2728.00,5039.00,5536.00,2466.00,2367.00,"4.158","1","0","0","35",,"505"
"350014",,"Amherstburg","6","2",15177.00,6210.00,6050.00,13910.00,14003.00,5685.00,5571.00,"13.6986","1","0","0","35",,"559"
"350018",,"Angus - Borden CFB-BFC","1","2",14503.00,5158.00,5008.00,12640.00,12561.00,4447.00,4272.00,"14.1911","1","0","0","35",,"563"
"350021",,"Arnprior","6","2",11305.00,5149.00,4982.00,10426.00,10426.00,4794.00,4565.00,"12.0892","0","0","0","35",,"505"
"350022",,"Arthur","4","2",2628.00,1043.00,1007.00,2333.00,2556.00,1016.00,1002.00,"4.2425","1","0","0","35",,
"350028",,"Atikokan","4","2",1929.00,1043.00,912.00,1944.00,1965.00,1020.00,909.00,"2.3667","1","0","0","35",,
"350030",,"Aylmer","4","2",7975.00,3243.00,3131.00,7621.00,7753.00,3090.00,3020.00,"7.1987","1","0","0","35",,
"350031",,"Ayr","2","2",5383.00,1871.00,1841.00,4171.00,4858.00,1669.00,1663.00,"5.7611","1","0","0","35",,"541"
"350038",,"Golden","4","2",1143.00,509.00,456.00,1154.00,1154.00,578.00,494.00,"0.9295","0","0","0","35",,
"350043",,"Barrie","1","4",154676.00,59529.00,57533.00,145614.00,146394.00,55902.00,54144.00,"95.3318","1","0","0","35",,"568"
"350044",,"Barry's Bay","4","2",1084.00,586.00,509.00,1259.00,1259.00,582.00,523.00,"2.2521","0","0","0","35",,
"350053",,"Beaverton","4","2",3347.00,1456.00,1344.00,2822.00,2822.00,1311.00,1208.00,"4.8071","0","0","0","35",,
"350058",,"Beeton","2","2",4151.00,1533.00,1510.00,3891.00,3891.00,1354.00,1345.00,"2.5019","0","0","0","35",,"535"
"350061",,"Belleville","1","3",75052.00,33827.00,32433.00,67666.00,68859.00,31238.00,29896.00,"89.4826","1","0","0","35",,"522"
"350075",,"Blenheim","2","2",4487.00,2110.00,2036.00,4344.00,4344.00,2023.00,1890.00,"4.6044","0","0","0","35",,"556"
"350076",,"Blind River","4","2",2174.00,1142.00,1068.00,2284.00,2284.00,1240.00,1104.00,"3.8159","0","0","0","35",,
"350077",,"Bobcaygeon","2","2",3576.00,1895.00,1740.00,3525.00,3525.00,1906.00,1714.00,"5.15","0","0","0","35",,"530"
"350080",,"Bolton","6","2",26795.00,9158.00,8823.00,26378.00,26378.00,8602.00,8459.00,"20.7065","0","0","0","35",,"535"
"350087",,"Bowmanville - Newcastle","6","3",56742.00,21017.00,20486.00,39371.00,48929.00,18093.00,17837.00,"31.2314","1","0","0","35",,"532"
"350088",,"Bracebridge","4","2",9884.00,4470.00,4269.00,9232.00,9232.00,4234.00,4062.00,"13.3836","0","0","0","35",,
"350089",,"Bradford","6","3",38128.00,12210.00,11809.00,29862.00,30765.00,10229.00,9994.00,"16.1002","1","0","0","35",,"535"
"350092",,"Brantford","1","4",104413.00,43130.00,41539.00,98179.00,98250.00,40995.00,39476.00,"62.1275","1","0","0","35",,"543"
"350094",,"Bridgenorth - Chemong Park Area","2","2",3072.00,1321.00,1208.00,2945.00,2950.00,1306.00,1152.00,"6.984","1","0","0","35",,"529"
"350097",,"Brighton","4","2",5847.00,2836.00,2713.00,5861.00,5879.00,2772.00,2704.00,"7.0175","1","0","0","35",,
"350098",,"Brockville","1","2",22293.00,11163.00,10710.00,21854.00,21854.00,10893.00,10322.00,"18.6973","0","0","0","35",,"512"
"350114",,"Caledonia","4","2",12179.00,4434.00,4311.00,9674.00,9833.00,3556.00,3536.00,"9.18","1","0","0","35",,
"350121",,"Campbellford","4","2",3372.00,1608.00,1510.00,3473.00,3473.00,1629.00,1546.00,"3.7184","0","0","0","35",,
"350126",,"Cannington","4","2",1839.00,757.00,727.00,1845.00,1845.00,732.00,717.00,"1.8065","0","0","0","35",,
"350133",,"Capreol","2","2",2919.00,1285.00,1257.00,2815.00,2920.00,1303.00,1254.00,"2.2555","1","0","0","35",,"580"
"350137",,"Cardinal","4","2",1770.00,863.00,831.00,1717.00,1717.00,842.00,790.00,"2.4418","0","0","0","35",,
"350140",,"Carleton Place","6","2",13940.00,5876.00,5741.00,11936.00,11970.00,4885.00,4756.00,"12.8877","1","0","0","35",,"505"
"350144",,"Casselman","4","2",3970.00,1635.00,1583.00,3563.00,3563.00,1486.00,1440.00,"5.1558","0","0","0","35",,
"350150",,"Cayuga","4","2",1720.00,727.00,695.00,1713.00,1713.00,740.00,718.00,"2.1323","0","0","0","35",,
