"CANcode","CANname","CANdguid","CANpop_2021","CANtdwell_2021","CANurdwell_2021","CANpop_2016","CANtdwell_2016a","CANurdwell_2016a","CANir_2021","CANarea"
"01","Canada","2021A000011124",36991981,16284235,14978941,35151728,15412443,14072079,"1","8788702.8047"
