"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","POPCTRRAuid","XPRuid","CMAuid"
"240825",,"Saint-Gabriel","4","2",3068,1653,1505,2664,2895,1645,1398,"3.5402","1","0","0","24","0825",,
"240826",,"Saint-Gédéon","4","2",1439,673,641,1542,1542,666,631,"2.4167","0","0","0","24","0826",,
"240828",,"Saint-Georges","1","2",27402,13743,13176,26921,27103,12872,12492,"27.0947","1","0","0","24","0828",,"428"
"240830",,"Saint-Germain-de-Grantham","2","2",3436,1435,1407,3485,3485,1411,1377,"2.6601","0","0","0","24","0830",,"447"
"240831",,"Saint-Henri-de-Lévis","2","2",1761,794,777,1735,1735,763,740,"0.946","0","0","0","24","0831",,"421"
"240832",,"Saint-Honoré","2","2",2394,975,957,2265,2265,863,854,"1.9938","0","0","0","24","0832",,"408"
"240834",,"Saint-Hyacinthe","1","3",50616,25081,23974,50032,50104,24583,23089,"30.7954","1","0","0","24","0834",,"452"
"240835",,"Saint-Jacques","4","2",2647,1209,1174,2126,2269,997,966,"3.3087","1","0","0","24","0835",,
"240836",,"Saint-Jean-sur-Richelieu","6","3",88083,40351,39089,84685,85022,38134,37004,"53.7977","1","0","0","24","0836",,"462"
"240840",,"Saint-Jean-Port-Joli","4","2",1381,706,668,1407,1407,713,660,"1.7126","0","0","0","24","0840",,
"240841",,"Métabetchouan","4","2",2222,1016,966,2123,2167,1019,960,"2.5178","1","0","0","24","0841",,
"240842",,"Saint-Jérôme","6","4",100859,46659,45071,77146,91205,41561,39706,"96.9745","1","0","0","24","0842",,"462"
"240844",,"Saint-Joseph-de-Beauce","4","2",3494,1629,1562,3695,3695,1677,1620,"4.3007","0","0","0","24","0844",,
"240846",,"Saint-Joseph-de-Lanoraie","4","2",2850,1242,1204,2576,2576,1136,1086,"2.8942","0","0","0","24","0846",,
"240847",,"Saint-Jovite","4","2",6206,3626,3088,5515,5744,3136,2733,"11.4083","1","0","0","24","0847",,
"240849",,"Saint-Marc-des-Carrières","4","2",2005,963,927,2134,2134,982,925,"2.6086","0","0","0","24","0849",,
"240850",,"Saint-Michel-des-Saints","4","2",1106,579,526,1131,1131,551,510,"1.7637","0","0","0","24","0850",,
"240852",,"Saint-Pacôme","4","2",1145,410,388,,940,391,372,"1.162","1","0","0","24","0852",,
"240854",,"Saint-Pascal","4","2",2534,1162,1116,2471,2471,1176,1117,"3.3517","0","0","0","24","0854",,
"240855",,"Saint-Pie","4","2",3189,1352,1311,2980,2980,1297,1236,"2.4884","0","0","0","24","0855",,
"240857",,"Saint-Prosper","4","2",2006,940,922,2319,2319,1018,987,"2.2348","0","0","0","24","0857",,
"240858",,"Saint-Raphaël","4","2",1093,508,487,1113,1113,487,464,"1.0785","0","0","0","24","0858",,
"240859",,"Saint-Raymond","4","2",3057,1579,1467,3227,3242,1569,1483,"4.3724","1","0","0","24","0859",,
"240861",,"Saint-Rémi","4","2",7025,3065,2986,6891,6891,3036,2914,"4.0076","0","0","0","24","0861",,
"240863",,"Saint-Sauveur-des-Monts","4","2",8854,5635,4786,7849,7849,5290,4114,"10.059","0","0","0","24","0863",,
"240866",,"Saint-Tite","4","2",2190,1315,1201,2381,2381,1297,1202,"2.6885","0","0","0","24","0866",,
"240874",,"Sainte-Adèle","4","2",6019,3495,3141,5786,5894,3436,2958,"9.0961","1","0","0","24","0874",,
"240876",,"Sainte-Anne-des-Monts","4","2",3370,1924,1750,3277,3576,1883,1741,"6.4284","1","0","0","24","0876",,
"240877",,"Sainte-Claire","4","2",2226,1064,1024,2389,2389,1076,1039,"1.797","0","0","0","24","0877",,
"240878",,"Sainte-Croix","4","2",1424,715,650,1401,1401,698,634,"2.2935","0","0","0","24","0878",,
"240881",,"Sainte-Madeleine","4","2",1989,886,863,1959,1959,877,831,"2.3849","0","0","0","24","0881",,
"240882",,"Sainte-Marie","1","2",10716,4614,4519,11083,11220,4890,4721,"10.6506","1","0","0","24","0882",,"423"
"240883",,"Sainte-Martine","4","2",4412,1928,1891,3931,3931,1722,1683,"3.4849","0","0","0","24","0883",,
"240885",,"Sainte-Thècle","4","2",1302,685,636,1333,1375,726,662,"2.287","1","0","0","24","0885",,
"240920",,"Témiscaming","4","2",1308,719,640,1361,1361,759,640,"1.2397","0","0","0","24","0920",,
"240929",,"Thetford Mines","1","2",17046,8606,8069,16174,16236,8348,7920,"15.0955","1","0","0","24","0929",,"430"
"240936",,"Thurso","2","2",2833,1397,1315,2533,2533,1191,1115,"3.0654","0","0","0","24","0936",,"505"
"240952",,"Trois-Pistoles","4","2",3031,1639,1513,3058,3076,1639,1489,"4.0601","1","0","0","24","0952",,
"240953",,"Trois-Rivières","1","4",128057,65496,62077,114203,124158,63345,58877,"98.5804","1","0","0","24","0953",,"442"
"240965",,"Val-d'Or","1","2",25473,12673,12079,25541,25590,12381,11826,"25.1743","1","0","0","24","0965",,"480"
"240968",,"Valcourt","4","2",1805,923,879,1806,1806,908,823,"2.9674","0","0","0","24","0968",,
"240969",,"Vallée-Jonction","4","2",1213,562,543,1268,1273,598,574,"1.0629","1","0","0","24","0969",,
"240971",,"Salaberry-de-Valleyfield","1","3",41655,20450,19596,39048,39655,18867,18170,"33.9313","1","0","0","24","0971",,"465"
"240976",,"Varennes","6","2",20591,8275,8163,20575,20585,8039,7897,"10.3601","1","0","0","24","0976",,"462"
"240981",,"Verchères","2","2",4359,1875,1827,4429,4429,1853,1828,"2.9902","0","0","0","24","0981",,"462"
"240987",,"Victoriaville","1","3",46322,22430,21207,44735,44735,20745,20050,"35.2661","0","0","0","24","0987",,"440"
"240989",,"Ville-Marie","4","2",2017,1060,1002,2113,2113,1139,1067,"1.8389","0","0","0","24","0989",,
"241000",,"Warwick","4","2",3239,1519,1463,3200,3200,1448,1404,"3.8915","0","0","0","24","1000",,
"241004",,"Waterloo","4","2",4727,2322,2168,3401,4273,2071,1923,"7.7357","1","0","0","24","1004",,
"241033",,"Windsor","4","2",4981,2298,2216,5064,5074,2266,2199,"4.9201","1","0","0","24","1033",,
"241042",,"Yamachiche","2","2",1222,536,524,1240,1245,551,525,"1.8475","1","0","0","24","1042",,"442"
"241051",,"Buckingham","2","2",17407,8012,7746,16685,16791,7467,7263,"19.7417","1","0","0","24","1051",,"505"
"241061",,"Fermont","4","2",2151,1459,927,2288,2288,1447,975,"1.4495","0","0","0","24","1061",,
"241064",,"Gaspé","4","2",2803,1377,1322,2609,2609,1293,1206,"4.9523","0","0","0","24","1064",,
"241066",,"Rivière-au-Renard","4","2",1045,524,496,1074,1106,509,487,"2.096","1","0","0","24","1066",,
"241072",,"Port-Alfred-Bagotville","2","2",13350,6518,6270,13865,13865,6507,6286,"13.1104","0","0","0","24","1072",,"408"
"241123",,"Daveluyville","4","2",1345,670,629,1236,1306,659,594,"2.5287","1","0","0","24","1123",,
"241127",,"Les Coteaux","6","2",19582,8213,7938,17396,17396,7064,6802,"18.1275","0","0","0","24","1127",,"462"
"241145",,"Maskinongé","4","2",1409,659,643,1368,1368,624,604,"2.1482","0","0","0","24","1145",,
"241148",,"Saint-Cyrille-de-Wendover","2","2",1315,545,522,1216,1216,502,493,"0.9406","0","0","0","24","1148",,"447"
"241154",,"Sainte-Justine","4","2",1079,483,454,1077,1077,482,453,"1.1783","0","0","0","24","1154",,
"241177",,"Châteauguay","6","3",75891,30928,30221,71164,71164,29155,28227,"50.4811","0","0","0","24","1177",,"462"
"241179",,"Sainte-Anne-des-Plaines","6","2",11269,4560,4482,10865,10865,4245,4113,"4.0651","0","0","0","24","1179",,"462"
"241184",,"Sainte-Julienne","4","2",3469,1698,1553,3263,3263,1507,1420,"6.4944","0","0","0","24","1184",,
"241186",,"Danville","4","2",1652,854,805,1577,1577,842,773,"2.3376","0","0","0","24","1186",,
"241205",,"Brownsburg","4","2",1315,682,635,1425,1425,698,655,"1.0048","0","0","0","24","1205",,
"241235",,"Saint-Éphrem-de-Tring","4","2",1373,636,600,1385,1385,622,567,"1.9827","0","0","0","24","1235",,
"241238",,"Le Bic","2","2",1132,513,498,1115,1115,499,487,"1.2307","0","0","0","24","1238",,"404"
"241252",,"Lac-Lapierre","2","2",2533,1090,1034,2480,2480,1063,1031,"2.6037","0","0","0","24","1252",,"462"
"241261",,"Saint-Sulpice","2","2",1769,760,745,1753,1853,766,751,"1.1674","1","0","0","24","1261",,"462"
"241277",,"Saint-Alexandre","4","2",1466,552,535,1304,1304,527,510,"1.9323","0","0","0","24","1277",,
"241284",,"Hauterive","1","2",11147,5441,5130,11549,11549,5430,5175,"8.6712","0","0","0","24","1284",,"406"
"241286",,"Laurier-Station","4","2",1856,875,845,1894,1894,848,824,"2.9739","0","0","0","24","1286",,
"241287",,"Kingsey Falls","4","2",1419,596,580,1452,1452,591,559,"2.7691","0","0","0","24","1287",,
"241318",,"Filion","4","2",3572,1425,1406,3334,4244,1629,1608,"3.488","1","0","0","24","1318",,
"241326",,"Saint-Denis","4","2",1048,500,485,,985,474,450,"1.0715","1","0","0","24","1326",,
"241332",,"Rougemont","4","2",1668,723,709,1481,1593,701,657,"3.3331","1","0","0","24","1332",,
"241333",,"Roxton Pond","2","2",2701,1195,1122,2301,2301,1055,972,"3.2817","0","0","0","24","1333",,"450"
"241334",,"Lac-Alouette","4","2",4687,2010,1945,4473,4557,1906,1795,"6.7778","1","0","0","24","1334",,
"241335",,"Saint-Liboire","4","2",1844,682,675,1775,1775,632,628,"2.1537","0","0","0","24","1335",,
"241337",,"Carleton","4","2",1198,611,591,1101,1117,581,547,"1.0269","1","0","0","24","1337",,
"241338",,"Betsiamites","4","2",2104,732,716,2105,2105,747,726,"1.7776","0","0","0","24","1338",,
"241339",,"Mistissini","4","2",3190,938,843,2869,3523,1066,905,"3.0468","1","0","0","24","1339",,
"241340",,"Chisasibi","4","2",3565,969,772,2967,3682,919,782,"5.4248","1","0","0","24","1340",,
"241341",,"Notre-Dame-du-Mont-Carmel","4","2",1126,475,467,1091,1091,452,438,"1.2517","0","0","0","24","1341",,
"241342",,"Saint-Roch-de-l'Achigan","2","2",2136,877,857,1373,1949,796,774,"1.4098","1","0","0","24","1342",,"462"
"241358",,"Saint Grégoire","2","2",1651,719,694,1400,1597,676,648,"1.4041","1","0","0","24","1358",,"442"
"241359",,"Bromont","2","2",5345,3090,2505,3895,4365,2716,2054,"7.92","1","0","0","24","1359",,"450"
"241361",,"Les Cèdres","2","2",2214,925,904,2233,2233,932,901,"1.7852","0","0","0","24","1361",,"462"
"241362",,"Oka","2","2",1299,631,605,1254,1269,617,586,"0.998","1","0","0","24","1362",,"462"
"241363",,"Saint-Augustin","2","2",11769,4655,4568,9399,9453,3595,3519,"11.3519","1","0","0","24","1363",,"462"
"241386",,"Waskaganish","4","2",1807,437,401,1839,1839,473,422,"0.8114","0","0","0","24","1386",,
"241396",,"Maliotenam","2","2",1458,486,475,1363,1363,463,445,"0.7969","0","0","0","24","1396",,"412"
"241397",,"Ville Lambert","2","2",2544,1086,1054,2443,2596,1076,1044,"2.6727","1","0","0","24","1397",,"421"
"241398",,"Sainte-Catherine-de-la-Jacques-Cartier","2","2",1757,661,655,1633,1643,618,610,"0.825","1","0","0","24","1398",,"421"
"241399",,"Domaine-Ouellet","2","2",3391,1143,1131,2894,2894,1028,1001,"1.1652","0","0","0","24","1399",,"462"
"241400",,"Lac-Simon","2","2",1134,286,285,1243,1333,310,300,"2.2545","1","0","0","24","1400",,"480"
"241432",,"Saint-Charles","4","2",1357,602,585,1482,1482,643,626,"1.3799","0","0","0","24","1432",,
"241433",,"Manawan","4","2",1597,315,271,1648,1648,343,306,"0.8557","0","0","0","24","1433",,
"241434",,"Terrasse-des-Pins","4","2",4395,1839,1798,4268,4382,1792,1754,"6.5298","1","0","0","24","1434",,
"241435",,"Domaine-C.-L.-C.","2","2",1662,636,624,1521,1521,582,568,"1.9064","0","0","0","24","1435",,"462"
"241436",,"Saint-Michel","4","2",1745,608,598,1558,1558,537,532,"1.055","0","0","0","24","1436",,
"241437",,"L'Ange-Gardien","4","2",1720,695,677,1585,1600,648,627,"1.4717","1","0","0","24","1437",,
"241438",,"Saint-Alexandre","4","2",1342,503,491,1093,1093,422,413,"1.2918","0","0","0","24","1438",,
"241456",,"Angers","2","2",7259,2844,2781,6973,6973,2624,2583,"4.7624","0","0","0","24","1456",,"505"
"241457",,"Beaumont","2","2",1209,501,481,1210,1210,549,467,"1.6373","0","0","0","24","1457",,"421"
"241458",,"Black Lake","2","2",3266,1653,1571,3298,3298,1626,1543,"2.332","0","0","0","24","1458",,"430"
"241459",,"Bromptonville","2","2",3862,1615,1569,2725,3687,1567,1537,"6.639","1","0","0","24","1459",,"433"
"241460",,"Cap-Saint-Ignace","4","2",1160,518,488,1214,1214,515,488,"2.4689","0","0","0","24","1460",,
"241462",,"Évain","2","2",2329,913,899,2426,2441,917,913,"1.9721","1","0","0","24","1462",,"485"
"241463",,"Fossambault-sur-le-Lac","2","2",3367,1666,1369,2769,2931,1614,1196,"6.4413","1","0","0","24","1463",,"421"
"241464",,"Godefroy","2","2",1463,633,615,1410,1410,592,585,"0.7885","0","0","0","24","1464",,"442"
"241465",,"Inukjuak","4","2",1671,531,431,1312,1438,420,363,"1.976","1","0","0","24","1465",,
"241466",,"Kuujjuaq","4","2",1958,910,709,1353,2219,864,753,"2.4565","1","0","0","24","1466",,
"241467",,"Lac-Connelly","4","2",1272,697,591,1212,1212,660,541,"2.1553","0","0","0","24","1467",,
"241468",,"LeBlanc","2","2",1186,481,462,1513,1518,573,543,"1.6922","1","0","0","24","1468",,"450"
"241469",,"Maria","4","2",1421,618,582,1124,1422,615,570,"2.9686","1","0","0","24","1469",,
"241470",,"Melocheville","2","2",3039,1391,1355,2621,2694,1232,1181,"2.3435","1","0","0","24","1470",,"462"
"241471",,"Neuville","2","2",2543,1125,1079,2435,2512,1093,1040,"3.9774","1","0","0","24","1471",,"421"
"241472",,"Obedjiwan","4","2",1259,277,272,1404,1404,292,287,"0.6301","0","0","0","24","1472",,
"241473",,"Parc-Boutin","2","2",1246,452,444,1127,1127,439,415,"2.6686","0","0","0","24","1473",,"421"
"241475",,"Puvirnituq","4","2",1456,449,348,1038,1038,361,245,"0.8695","0","0","0","24","1475",,
"241477",,"Saint-Amable","2","2",11199,4362,4289,9486,10144,3877,3792,"7.8987","1","0","0","24","1477",,"462"
"241478",,"Saint-Ambroise-de-Kildare","4","2",1883,765,755,1655,1792,731,715,"2.4653","1","0","0","24","1478",,
"241479",,"Saint-Bernard","4","2",1223,505,495,1075,1075,448,438,"0.8768","0","0","0","24","1479",,
"241480",,"Saint-Boniface","4","2",1365,596,582,1035,1307,547,529,"2.4342","1","0","0","24","1480",,
"241481",,"Saint-Chrysostome","4","2",1171,550,510,1218,1218,563,534,"1.4383","0","0","0","24","1481",,
"241482",,"Sainte-Agathe-des-Monts - Val-David","1","2",12136,7091,6064,11108,11348,6878,5573,"19.5055","1","0","0","24","1482",,"467"
"241483",,"Sainte-Brigitte-de-Laval","2","2",4872,1953,1887,3917,4244,1763,1658,"6.0697","1","0","0","24","1483",,"421"
"241484",,"Saint-Elzéar","4","2",1152,476,467,1057,1122,464,447,"0.657","1","0","0","24","1484",,
"241485",,"Saint-Jean-Baptiste","4","2",1822,776,757,1703,1703,740,710,"3.5657","0","0","0","24","1485",,
"241486",,"Saint-Léonard-d'Aston","4","2",1469,681,657,1336,1336,628,590,"1.5987","0","0","0","24","1486",,
"241487",,"Saint-Michel-de-Bellechasse","4","2",1243,593,536,1146,1208,624,516,"1.8945","1","0","0","24","1487",,
"241488",,"Saint-Polycarpe","4","2",1365,578,571,1165,1165,487,461,"0.8553","0","0","0","24","1488",,
"241489",,"Saint-Prime","4","2",1069,486,462,1021,1021,447,434,"1.0456","0","0","0","24","1489",,
"241490",,"Saint-Thomas","4","2",1589,691,674,1395,1416,631,615,"1.6293","1","0","0","24","1490",,
"241491",,"Salluit","4","2",1107,327,292,1075,1255,306,267,"0.7638","1","0","0","24","1491",,
"241492",,"Shannon","2","2",3131,1293,1199,2846,3179,1296,1147,"3.9534","1","0","0","24","1492",,"421"
"241493",,"Stanstead","4","2",1483,727,670,1475,1475,743,665,"2.3515","0","0","0","24","1493",,
"241494",,"Stoneham","2","2",1905,719,695,1854,1854,674,655,"2.6816","0","0","0","24","1494",,"421"
"241495",,"Val-Maher","4","2",1674,636,628,1668,1668,619,617,"2.9777","0","0","0","24","1495",,
"241579",,"Ayer's Cliff","4","2",1087,568,478,,963,557,435,"2.3235","1","0","0","24","1579",,
"241580",,"Montagnac","2","2",1041,456,404,,913,413,347,"2.5955","1","0","0","24","1580",,"433"
"241581",,"Mont-Saint-Grégoire","4","2",1021,388,374,,1015,370,368,"1.3969","1","0","0","24","1581",,
"241582",,"Rivière-Beaudette","4","2",1854,812,752,,1592,731,660,"3.469","1","0","0","24","1582",,
"241583",,"Saint-Étienne-des-Grès","4","2",1455,609,594,,1407,589,560,"2.4233","1","0","0","24","1583",,
"241584",,"Saint-Jean-de-Matha","4","2",1121,546,488,,1004,464,428,"2.3325","1","0","0","24","1584",,
"241585",,"Saint-Roch-de-Richelieu","4","2",1031,463,448,,841,379,364,"1.4943","1","0","0","24","1585",,
"241586",,"Scott","4","2",1433,614,587,,1293,552,534,"2.6357","1","0","0","24","1586",,
"241587",,"Venise-en-Québec","4","2",1069,668,539,,920,646,469,"1.4281","1","0","0","24","1587",,
"241588",,"Wemindji","4","2",1324,422,335,,1209,334,291,"0.7113","1","0","0","24","1588",,
"241589",,"Whapmagoostui - Kuujjuarapik","4","2",1411,359,333,,365,123,108,"0.9046","1","0","0","24","1589",,
"350001",,"Acton","2","2",9377,3585,3519,9462,9462,3577,3512,"7.8376","0","0","0","35","0001",,"535"
"350006",,"Alexandria","4","2",2906,1478,1416,2845,2845,1406,1339,"2.0689","0","0","0","35","0006",,
"350007",,"Alfred","4","2",1086,516,491,1185,1185,548,520,"0.8654","0","0","0","35","0007",,
"350008",,"Alliston","6","2",23253,8968,8739,18809,19092,7603,7436,"18.7782","1","0","0","35","0008",,"535"
"350010",,"Almonte","2","2",6098,2810,2728,5039,5536,2466,2367,"4.158","1","0","0","35","0010",,"505"
"350014",,"Amherstburg","6","2",15177,6210,6050,13910,14003,5685,5571,"13.6986","1","0","0","35","0014",,"559"
"350018",,"Angus - Borden CFB-BFC","1","2",14503,5158,5008,12640,12561,4447,4272,"14.1911","1","0","0","35","0018",,"563"
"350021",,"Arnprior","6","2",11305,5149,4982,10426,10426,4794,4565,"12.0892","0","0","0","35","0021",,"505"
"350022",,"Arthur","4","2",2628,1043,1007,2333,2556,1016,1002,"4.2425","1","0","0","35","0022",,
"350028",,"Atikokan","4","2",1929,1043,912,1944,1965,1020,909,"2.3667","1","0","0","35","0028",,
"350030",,"Aylmer","4","2",7975,3243,3131,7621,7753,3090,3020,"7.1987","1","0","0","35","0030",,
"350031",,"Ayr","2","2",5383,1871,1841,4171,4858,1669,1663,"5.7611","1","0","0","35","0031",,"541"
"350038",,"Golden","4","2",1143,509,456,1154,1154,578,494,"0.9295","0","0","0","35","0038",,
"350043",,"Barrie","1","4",154676,59529,57533,145614,146394,55902,54144,"95.3318","1","0","0","35","0043",,"568"
"350044",,"Barry's Bay","4","2",1084,586,509,1259,1259,582,523,"2.2521","0","0","0","35","0044",,
"350053",,"Beaverton","4","2",3347,1456,1344,2822,2822,1311,1208,"4.8071","0","0","0","35","0053",,
"350058",,"Beeton","2","2",4151,1533,1510,3891,3891,1354,1345,"2.5019","0","0","0","35","0058",,"535"
"350061",,"Belleville","1","3",75052,33827,32433,67666,68859,31238,29896,"89.4826","1","0","0","35","0061",,"522"
"350075",,"Blenheim","2","2",4487,2110,2036,4344,4344,2023,1890,"4.6044","0","0","0","35","0075",,"556"
"350076",,"Blind River","4","2",2174,1142,1068,2284,2284,1240,1104,"3.8159","0","0","0","35","0076",,
"350077",,"Bobcaygeon","2","2",3576,1895,1740,3525,3525,1906,1714,"5.15","0","0","0","35","0077",,"530"
"350080",,"Bolton","6","2",26795,9158,8823,26378,26378,8602,8459,"20.7065","0","0","0","35","0080",,"535"
"350087",,"Bowmanville - Newcastle","6","3",56742,21017,20486,39371,48929,18093,17837,"31.2314","1","0","0","35","0087",,"532"
"350088",,"Bracebridge","4","2",9884,4470,4269,9232,9232,4234,4062,"13.3836","0","0","0","35","0088",,
"350089",,"Bradford","6","3",38128,12210,11809,29862,30765,10229,9994,"16.1002","1","0","0","35","0089",,"535"
"350092",,"Brantford","1","4",104413,43130,41539,98179,98250,40995,39476,"62.1275","1","0","0","35","0092",,"543"
"350094",,"Bridgenorth - Chemong Park Area","2","2",3072,1321,1208,2945,2950,1306,1152,"6.984","1","0","0","35","0094",,"529"
"350097",,"Brighton","4","2",5847,2836,2713,5861,5879,2772,2704,"7.0175","1","0","0","35","0097",,
"350098",,"Brockville","1","2",22293,11163,10710,21854,21854,10893,10322,"18.6973","0","0","0","35","0098",,"512"
"350114",,"Caledonia","4","2",12179,4434,4311,9674,9833,3556,3536,"9.18","1","0","0","35","0114",,
"350121",,"Campbellford","4","2",3372,1608,1510,3473,3473,1629,1546,"3.7184","0","0","0","35","0121",,
"350126",,"Cannington","4","2",1839,757,727,1845,1845,732,717,"1.8065","0","0","0","35","0126",,
"350133",,"Capreol","2","2",2919,1285,1257,2815,2920,1303,1254,"2.2555","1","0","0","35","0133",,"580"
"350137",,"Cardinal","4","2",1770,863,831,1717,1717,842,790,"2.4418","0","0","0","35","0137",,
"350140",,"Carleton Place","6","2",13940,5876,5741,11936,11970,4885,4756,"12.8877","1","0","0","35","0140",,"505"
"350144",,"Casselman","4","2",3970,1635,1583,3563,3563,1486,1440,"5.1558","0","0","0","35","0144",,
"350150",,"Cayuga","4","2",1720,727,695,1713,1713,740,718,"2.1323","0","0","0","35","0150",,
"350157",,"Chapleau","4","2",1144,612,543,1170,1170,675,551,"0.5929","0","0","0","35","0157",,
"350167",,"Chatham","1","3",45171,20559,19735,43550,43550,19829,18958,"31.2093","0","0","0","35","0167",,"556"
"350170",,"Chesley","4","2",1879,866,809,1843,1843,873,795,"1.9117","0","0","0","35","0170",,
"350172",,"Chesterville","4","2",1564,651,636,1677,1677,699,678,"1.8621","0","0","0","35","0172",,
"350187",,"Clinton","4","2",3113,1452,1390,3049,3049,1426,1380,"2.8949","0","0","0","35","0187",,
"350190",,"Cobourg","1","2",19830,9213,8844,19031,19031,8788,8471,"15.5749","0","0","0","35","0190",,"527"
"350192",,"Cochrane","4","2",3774,1748,1626,3648,3669,1658,1560,"3.6579","1","0","0","35","0192",,
"350193",,"Colborne","4","2",1474,696,668,1577,1577,717,708,"1.7391","0","0","0","35","0193",,
"350198",,"Collingwood","1","2",22983,12133,10314,20102,20213,10661,8846,"16.3799","1","0","0","35","0198",,"567"
"350205",,"Cornwall","1","3",47286,21999,21189,45723,46114,21473,20754,"32.3966","1","0","0","35","0205",,"501"
"350218",,"Deep River","4","2",3860,1852,1748,3658,3782,1826,1703,"4.3071","1","0","0","35","0218",,
"350221",,"Delhi","2","2",5344,2357,2279,4240,5069,2228,2152,"3.8331","1","0","0","35","0221",,"547"
"350225",,"Deseronto","4","2",1598,732,658,1645,1645,716,684,"1.2694","0","0","0","35","0225",,
"350238",,"Dresden","2","2",2401,1070,1039,2451,2451,1075,1037,"2.7811","0","0","0","35","0238",,"556"
"350241",,"Dryden","4","2",5355,2647,2475,5586,5596,2585,2482,"6.5274","1","0","0","35","0241",,
"350244",,"Dundalk","4","2",2803,1055,997,2046,2046,816,797,"2.4127","0","0","0","35","0244",,
"350246",,"Dunnville","4","2",5907,2735,2584,5759,5759,2609,2535,"5.4351","0","0","0","35","0246",,
"350248",,"Durham","4","2",2755,1245,1191,2609,2609,1196,1152,"3.2427","0","0","0","35","0248",,
"350256",,"Eganville","4","2",1149,570,527,1022,1085,528,489,"2.261","1","0","0","35","0256",,
"350257",,"Elliot Lake","1","2",10998,5993,5664,10498,10503,6015,5399,"10.2655","1","0","0","35","0257",,"582"
"350258",,"Elmira","6","2",10790,4173,4103,10161,10273,3924,3873,"8.1536","1","0","0","35","0258",,"541"
"350259",,"Elmvale","2","2",2520,1064,1037,2314,2314,1010,969,"1.9763","0","0","0","35","0259",,"568"
"350260",,"Embrun","2","2",8680,3278,3229,6918,6968,2556,2482,"10.1838","1","0","0","35","0260",,"505"
"350264",,"Englehart","4","2",1371,684,648,1418,1418,674,657,"1.3093","0","0","0","35","0264",,
"350265",,"Erin","4","2",2725,1035,1008,2647,2647,1020,1011,"4.0984","0","0","0","35","0265",,
"350267",,"Espanola","4","2",3986,1881,1793,3693,3714,1807,1695,"3.8679","1","0","0","35","0267",,
"350268",,"Essex","2","2",8233,3411,3304,7446,7446,3126,3068,"5.5588","0","0","0","35","0268",,"559"
"350272",,"Exeter","4","2",4863,2200,2139,4649,4649,2098,2009,"4.3921","0","0","0","35","0272",,
"350277",,"Fenelon Falls","2","2",2490,1466,1183,2464,2464,1447,1128,"3.9793","0","0","0","35","0277",,"530"
"350278",,"Fergus","1","2",23209,9403,9158,20767,20928,8301,8197,"18.3099","1","0","0","35","0278",,"531"
"350285",,"Forest","4","2",2429,1128,1085,2277,2277,1006,945,"2.3292","0","0","0","35","0285",,
"350290",,"Fort Frances","4","2",7159,3631,3311,7420,7420,3603,3316,"7.2884","0","0","0","35","0290",,
"350303",,"Frankford","2","2",3079,1308,1268,2825,2825,1207,1178,"2.9132","0","0","0","35","0303",,"522"
"350310",,"Gananoque","4","2",5383,2767,2562,5159,5159,2516,2404,"7.0051","0","0","0","35","0310",,
"350314",,"Georgetown","6","3",44058,15501,15266,42123,42326,14741,14505,"25.7048","1","0","0","35","0314",,"535"
"350315",,"Geraldton","4","2",1761,889,798,1828,1838,964,846,"2.641","1","0","0","35","0315",,
"350321",,"Glencoe","4","2",2158,992,956,2126,2126,982,939,"2.6643","0","0","0","35","0321",,
"350324",,"Goderich","4","2",7728,3811,3591,7536,7536,3625,3439,"4.5132","0","0","0","35","0324",,
"350339",,"Gravenhurst","4","2",5789,2732,2569,5349,5660,2707,2468,"6.3194","1","0","0","35","0339",,
"350343",,"Guelph","1","4",144356,59899,56666,132397,132705,56190,52370,"79.5677","1","0","0","35","0343",,"550"
"350346",,"Hagersville","4","2",3059,1326,1289,2939,2939,1248,1226,"3.1486","0","0","0","35","0346",,
"350347",,"Haileybury","4","2",3247,1558,1449,3266,3281,1566,1425,"3.0049","1","0","0","35","0347",,
"350349",,"Hamilton","1","4",729560,300424,288383,693645,693362,286535,274412,"356.0297","1","0","0","35","0349",,"537"
"350352",,"Hanover","4","2",7761,3690,3348,7413,7507,3330,3264,"7.1423","1","0","0","35","0352",,
"350359",,"Harriston","4","2",1887,732,702,1797,1797,732,702,"1.3049","0","0","0","35","0359",,
"350360",,"Harrow","2","2",2562,1039,1012,2710,2710,1110,1078,"2.856","0","0","0","35","0360",,"559"
"350363",,"Havelock","4","2",1055,486,443,1175,1175,532,512,"1.1524","0","0","0","35","0363",,
"350365","2021S0511350365","Hawkesbury","1","2",9975,5208,4983,10055,10055,5146,4873,"8.3433","0","0","0","35","0365","24","502"
"350367",,"Hearst","4","2",3537,1775,1691,3835,3835,1912,1849,"5.0216","0","0","0","35","0367",,
"350383",,"Huntsville","4","2",6639,3206,2971,6482,6482,3083,2847,"8.7281","0","0","0","35","0383",,
