"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","POPCTRRAuid","XPRuid","CMAuid"
"461373",,"Lorette","2","2",3230,1167,1134,2904,2904,1021,982,"3.1452","0","0","0","46","1373",,"602"
"461411",,"Mitchell","4","2",3136,965,940,2523,2523,762,751,"4.0797","0","0","0","46","1411",,
"461413",,"St. Theresa Point","4","2",1083,206,191,1038,1038,204,193,"1.5345","0","0","0","46","1413",,
"461414",,"Grunthal","4","2",1782,636,618,1680,1680,560,532,"2.6951","0","0","0","46","1414",,
"461416",,"Blumenort","4","2",1738,578,564,1675,1675,545,533,"3.1702","0","0","0","46","1416",,
"461530",,"Arborg","4","2",1279,528,497,1222,1222,509,495,"1.9996","0","0","0","46","1530",,
"461531",,"Cross Lake 19A","4","2",1826,435,381,2018,2041,451,401,"3.2965","1","0","0","46","1531",,
"461532",,"Ile des Chênes","2","2",1572,647,624,1528,1528,605,588,"1.832","0","0","0","46","1532",,"602"
"461533",,"La Salle","2","2",2471,784,772,1589,1874,578,574,"2.9993","1","0","0","46","1533",,"602"
"461534",,"Landmark","2","2",1284,458,442,1237,1237,427,412,"2.2171","0","0","0","46","1534",,"602"
"461535",,"Oak Bluff","2","2",1442,481,475,1051,1051,325,325,"2.5195","0","0","0","46","1535",,"602"
"461536",,"St-Pierre-Jolys","4","2",1305,518,508,1170,1170,477,457,"2.6076","0","0","0","46","1536",,
"461537",,"Teulon","4","2",1087,543,501,1095,1095,551,519,"1.8711","0","0","0","46","1537",,
"461599",,"Chemawawin 2","4","2",1163,356,250,,1131,273,237,"1.5143","1","0","0","46","1599",,
"461600",,"Cross Lake 19","4","2",1387,341,297,,1252,297,277,"3.0469","1","0","0","46","1600",,
"461601",,"La Broquerie","4","2",1332,502,479,,1034,417,385,"2.9796","1","0","0","46","1601",,
"461602",,"Nelson House 170","4","2",1351,273,260,,1675,322,305,"2.6999","1","0","0","46","1602",,
"461603",,"St. Andrews","4","2",1001,387,382,,1026,388,385,"2.3274","1","0","0","46","1603",,
"461604",,"Wasagamack","4","2",1689,341,341,,579,110,110,"3.6639","1","0","0","46","1604",,
"470025",,"Assiniboia","4","2",2333,1235,1069,2389,2389,1209,1100,"2.3856","0","0","0","47","0025",,
"470071",,"Biggar","4","2",2045,996,911,2165,2165,1054,955,"1.51","0","0","0","47","0071",,
"470127",,"Canora","4","2",1763,948,829,1700,1725,900,833,"1.6636","1","0","0","47","0127",,
"470141",,"Carlyle","4","2",1519,682,618,1503,1503,682,617,"2.1592","0","0","0","47","0141",,
"470143",,"Carnduff","4","2",1125,520,423,1023,1023,442,404,"0.9687","0","0","0","47","0143",,
"470269",,"Esterhazy","4","2",2191,1288,1000,2367,2367,1272,1056,"2.4673","0","0","0","47","0269",,
"470270",,"Estevan","1","2",10629,5258,4493,11258,11316,5273,4619,"9.4258","1","0","0","47","0270",,"750"
"470282","2021S0511470282","Flin Flon","4","2",82,58,38,143,143,56,56,"0.1595","0","0","0","47","0282","46",
"470283",,"Foam Lake","4","2",1070,525,488,1022,1022,538,476,"1.4058","0","0","0","47","0283",,
"470294",,"Fort Qu'Appelle","4","2",1866,881,802,1920,1920,906,856,"2.0909","0","0","0","47","0294",,
"470380",,"Hudson Bay","4","2",1332,748,665,1306,1368,760,684,"1.2989","1","0","0","47","0380",,
"470381",,"Humboldt","4","2",5313,2374,2182,4872,5194,2296,2181,"3.4819","1","0","0","47","0381",,
"470385",,"Indian Head","4","2",1819,862,795,1802,1824,846,763,"1.7253","1","0","0","47","0385",,
"470398",,"Kamsack","4","2",1659,841,734,1775,1775,914,768,"1.6031","0","0","0","47","0398",,
"470413",,"Kindersley","4","2",2938,1501,1294,3052,3052,1446,1329,"1.7873","0","0","0","47","0413",,
"470455",,"Lanigan","4","2",1277,587,521,1213,1245,588,494,"1.8329","1","0","0","47","0455",,
"470478","2021S0511470478","Lloydminster","1","3",11843,5001,4442,11755,11755,4902,4388,"7.579","0","0","0","47","0478","48","840"
"470502",,"Maple Creek","4","2",2151,1075,980,2074,2074,1068,974,"1.5673","0","0","0","47","0502",,
"470521",,"Meadow Lake","4","2",5141,2042,1857,5266,5266,2080,1880,"3.2792","0","0","0","47","0521",,
"470524",,"Melfort","4","2",5718,2702,2494,5778,5778,2613,2497,"4.3349","0","0","0","47","0524",,
"470527",,"Melville","4","2",4075,2152,1948,4127,4127,2177,1943,"2.8407","0","0","0","47","0527",,
"470549",,"Moose Jaw","1","3",32813,15814,14417,32724,32993,15562,14280,"22.1434","1","0","0","47","0549",,"715"
"470551",,"Moosomin","4","2",2478,1159,1056,2548,2548,1223,1136,"1.9287","0","0","0","47","0551",,
"470588",,"Nipawin","4","2",4147,1880,1737,3989,4016,1845,1738,"3.3672","1","0","0","47","0588",,
"470594",,"North Battleford","1","2",13649,6273,5625,13567,14135,6335,5821,"8.665","1","0","0","47","0594",,"735"
"470618",,"Outlook","4","2",2112,984,931,1829,2065,1002,907,"2.8186","1","0","0","47","0618",,
"470620",,"Oxbow","4","2",1051,475,409,1126,1126,482,430,"1.1897","0","0","0","47","0620",,
"470678",,"Prince Albert","1","3",36768,15188,14017,35102,35102,14899,13572,"21.3747","0","0","0","47","0678",,"745"
"470698",,"Regina","1","4",224996,98426,91485,214631,214664,92950,87192,"105.6137","1","0","0","47","0698",,"705"
"470724",,"Rosetown","4","2",2384,1171,1064,2331,2331,1138,1074,"1.8907","0","0","0","47","0724",,
"470726",,"Rosthern","4","2",1475,628,587,1488,1488,681,629,"1.6817","0","0","0","47","0726",,
"470738",,"Saskatoon","1","4",264637,115029,106542,245181,245904,106910,98413,"134.6325","1","0","0","47","0738",,"725"
"470749",,"Shaunavon","4","2",1769,918,794,1699,1699,912,748,"1.7346","0","0","0","47","0749",,
"470756",,"Shellbrook","4","2",1330,626,594,1277,1277,619,582,"1.4085","0","0","0","47","0756",,
"470912",,"Swift Current","1","2",16304,7682,7038,16022,16264,7521,7039,"14.6855","1","0","0","47","0912",,"720"
"470943",,"Tisdale","4","2",2878,1569,1338,3136,3136,1596,1429,"2.8045","0","0","0","47","0943",,
"470960",,"Unity","4","2",2406,1110,1014,2475,2475,1127,1071,"2.4246","0","0","0","47","0960",,
"470995",,"Wadena","4","2",1127,598,540,1134,1139,589,558,"1.4758","1","0","0","47","0995",,
"471007",,"Watrous","4","2",1817,898,841,1865,1865,901,851,"1.9586","0","0","0","47","1007",,
"471016",,"Weyburn","1","2",10883,5085,4604,10679,10755,5084,4545,"8.5091","1","0","0","47","1016",,"755"
"471027",,"Wilkie","4","2",1124,556,497,1149,1149,569,516,"1.5122","0","0","0","47","1027",,
"471040",,"Wynyard","4","2",1667,888,787,1732,1732,905,814,"1.6582","0","0","0","47","1040",,
"471045",,"Yorkton","1","2",15969,7398,6845,16041,16046,7268,6828,"10.6778","1","0","0","47","1045",,"710"
"471137",,"Warman","6","2",12362,4292,4144,10961,10961,3853,3728,"7.6497","0","0","0","47","1137",,"725"
"471153",,"Lumsden","2","2",1800,732,700,1824,1824,722,695,"4.0858","0","0","0","47","1153",,"705"
"471188",,"La Ronge","4","2",5317,1797,1630,5671,5709,1944,1720,"8.7622","1","0","0","47","1188",,
"471211",,"Pilot Butte","2","2",2364,883,853,1800,1871,680,655,"2.753","1","0","0","47","1211",,"705"
"471212",,"Dalmeny","2","2",1703,606,594,1769,1769,588,573,"1.4968","0","0","0","47","1212",,"725"
"471213",,"Martensville","2","2",10499,3789,3631,9533,9645,3337,3248,"5.4803","1","0","0","47","1213",,"725"
"471230",,"Langham","2","2",1349,525,494,1319,1319,503,479,"0.8814","0","0","0","47","1230",,"725"
"471231",,"Macklin","4","2",1098,485,442,1193,1193,496,454,"0.7647","0","0","0","47","1231",,
"471328",,"White City","2","2",4713,1547,1520,4234,4264,1415,1374,"6.3236","1","0","0","47","1328",,"705"
"471329",,"Balgonie","2","2",1736,619,612,1745,1745,603,599,"1.3367","0","0","0","47","1329",,"705"
"471374",,"Regina Beach","2","2",1790,1272,836,1629,1629,1304,740,"2.7236","0","0","0","47","1374",,"705"
"471379",,"Stanley Mission 157","4","2",1987,559,523,1545,1935,509,480,"2.6864","1","0","0","47","1379",,
"471421",,"Birch Hills","4","2",1066,475,450,1033,1033,465,436,"2.3871","0","0","0","47","1421",,
"471423",,"Pelican Narrows","4","2",2133,432,405,1942,2281,467,413,"2.728","1","0","0","47","1423",,
"471443",,"Osler","2","2",1251,429,420,1237,1237,412,399,"1.621","0","0","0","47","1443",,"725"
"471538",,"Battleford","2","2",3651,1619,1513,3750,3750,1588,1539,"2.1403","0","0","0","47","1538",,"735"
"471539",,"Delisle","2","2",1024,460,426,1038,1038,437,411,"1.0783","0","0","0","47","1539",,"725"
"471605",,"Caronport","4","2",1008,368,323,,984,369,317,"0.9937","1","0","0","47","1605",,
"471606",,"Davidson","4","2",1039,517,461,,1038,505,463,"1.8016","1","0","0","47","1606",,
"471607",,"La Loche","4","2",2009,604,555,,1913,576,513,"1.5548","1","0","0","47","1607",,
"471608",,"Sandy Bay - Wapaskokimaw 202","4","2",1104,288,233,,910,237,191,"2.6796","1","0","0","47","1608",,
"471609",,"Waldheim","4","2",1113,405,387,,1080,387,378,"0.9871","1","0","0","47","1609",,
"480003",,"Airdrie","6","3",73578,26853,26124,61082,61082,22219,21488,"33.0346","0","0","0","48","0003",,"825"
"480040",,"Banff","4","2",8305,3287,2930,7851,7851,2729,2543,"4.0834","0","0","0","48","0040",,
"480042",,"Barrhead","4","2",4055,1874,1731,4387,4387,1925,1831,"4.7296","0","0","0","48","0042",,
"480052",,"Beaverlodge","4","2",2251,1010,914,2327,2440,1015,944,"3.3279","1","0","0","48","0052",,
"480074",,"Blairmore","4","2",1522,896,731,1545,1545,887,731,"2.0356","0","0","0","48","0074",,
"480083",,"Bonnyville","4","2",6359,2964,2518,5081,5858,2612,2215,"6.3974","1","0","0","48","0083",,
"480086",,"Bow Island","4","2",1829,655,609,1773,1773,608,563,"1.3042","0","0","0","48","0086",,
"480101",,"Brooks","1","2",14904,5483,5134,14436,14436,5406,5040,"12.7797","0","0","0","48","0101",,"806"
"480115",,"Calgary","1","4",1305550,530846,502138,1237656,1240413,490042,467133,"621.7176","1","0","0","48","0115",,"825"
"480123",,"Camrose","1","2",18454,8604,8003,18520,18520,8430,7968,"17.0989","0","0","0","48","0123",,"833"
"480125",,"Canmore","1","2",13268,7199,5514,11764,12021,6317,4814,"12.9614","1","0","0","48","0125",,"828"
"480138",,"Cardston","4","2",3519,1268,1197,3258,3389,1211,1118,"3.8787","1","0","0","48","0138",,
"480183",,"Claresholm","4","2",3434,1641,1532,3424,3424,1602,1507,"2.6836","0","0","0","48","0183",,
"480188",,"Coaldale","2","2",8592,3272,3181,8153,8153,3036,2977,"5.8413","0","0","0","48","0188",,"810"
"480191",,"Cochrane","6","3",31638,12341,11882,25289,25501,10071,9624,"23.7057","1","0","0","48","0191",,"825"
"480226",,"Devon","2","2",6545,2588,2496,6578,6578,2493,2415,"14.2554","0","0","0","48","0226",,"835"
"480227",,"Didsbury","4","2",5024,2138,2028,5222,5206,2092,2007,"5.4311","1","0","0","48","0227",,
"480237",,"Drayton Valley","4","2",6970,3105,2762,6867,6867,2955,2636,"7.2183","0","0","0","48","0237",,
"480239",,"Drumheller","4","2",6497,3096,2804,6439,6439,3006,2767,"9.4814","0","0","0","48","0239",,
"480252",,"Edmonton","1","4",1151635,484165,449923,1062643,1070998,439676,411634,"627.1976","1","0","0","48","0252",,"835"
"480254",,"Edson","4","2",8166,3684,3306,8148,8148,3659,3262,"10.7038","0","0","0","48","0254",,
"480274",,"Fairview","4","2",2427,1183,1051,2598,2598,1201,1098,"2.2633","0","0","0","48","0274",,
"480291",,"Fort Macleod","4","2",3038,1356,1261,2708,2718,1318,1134,"2.2835","1","0","0","48","0291",,
"480292",,"Fort McMurray","1","3",68002,28670,24505,66573,67123,28797,24124,"52.1682","1","0","0","48","0292",,"860"
"480301",,"Fox Creek","4","2",1426,834,574,1720,1730,911,678,"1.3604","1","0","0","48","0301",,
"480330",,"Grand Centre","4","2",7514,3390,2968,7256,7256,3407,2730,"18.0712","0","0","0","48","0330",,
"480335",,"Grande Cache","4","2",3037,1370,1120,3286,3286,1583,1169,"3.7246","0","0","0","48","0335",,
"480336",,"Grande Prairie","1","3",63172,27098,24514,62320,62382,25973,23467,"49.7354","1","0","0","48","0336",,"850"
"480342",,"Grimshaw","4","2",2519,1185,1040,2599,2599,1129,1007,"4.1317","0","0","0","48","0342",,
"480351",,"Hanna","4","2",2234,1187,1031,2332,2332,1179,1084,"2.2903","0","0","0","48","0351",,
"480371",,"High Level","4","2",3461,1271,1151,2741,2746,1091,934,"2.6845","1","0","0","48","0371",,
"480372",,"High Prairie","4","2",2065,969,810,2264,2264,975,830,"2.3662","0","0","0","48","0372",,
"480373",,"High River","1","2",14119,5854,5698,13420,13420,5560,5293,"10.1285","0","0","0","48","0373",,"821"
"480374",,"Hinton","4","2",9191,4140,3759,9205,9205,4073,3677,"12.974","0","0","0","48","0374",,
"480387",,"Innisfail","4","2",7016,3271,2966,6927,6937,3132,2823,"5.2276","1","0","0","48","0387",,
"480439",,"Lac la Biche","4","2",2138,991,819,2294,2294,1040,887,"2.944","0","0","0","48","0439",,
"480446",,"Lacombe","1","2",12835,5203,4927,12442,12740,4907,4672,"11.8735","1","0","0","48","0446",,"832"
"480465",,"Leduc","6","3",33505,13207,12684,29556,29561,12034,11108,"67.4306","1","0","0","48","0465",,"835"
"480467",,"Lethbridge","1","3",92563,40434,37989,87572,89309,38423,36231,"64.0026","1","0","0","48","0467",,"810"
"480478","2021S0511480478","Lloydminster","1","3",19739,8529,7635,19645,19645,8443,7443,"16.8545","0","0","0","48","0478","47","840"
"480496",,"Magrath","4","2",2308,770,744,2179,2235,741,707,"2.7037","1","0","0","48","0496",,
"480501",,"Manning","4","2",1027,503,441,1072,1072,502,447,"1.3729","0","0","0","48","0501",,
"480517",,"Mayerthorpe","4","2",1171,524,467,1205,1205,551,495,"1.2888","0","0","0","48","0517",,
"480523",,"Medicine Hat","1","3",63382,28666,27162,62935,63111,27826,26519,"53.196","1","0","0","48","0523",,"805"
"480554",,"Morinville","2","2",10385,3981,3768,9848,9848,3611,3491,"11.1548","0","0","0","48","0554",,"835"
"480606",,"Okotoks","1","3",30214,10666,10398,28833,28833,9815,9643,"17.2329","0","0","0","48","0606",,"820"
"480607",,"Olds","4","2",8983,3997,3722,8944,8944,3848,3612,"9.5101","0","0","0","48","0607",,
"480629",,"Peace River","4","2",4264,2046,1723,3924,4348,2016,1738,"5.0559","1","0","0","48","0629",,
"480643",,"Picture Butte","2","2",1808,686,646,1700,1700,664,632,"1.9523","0","0","0","48","0643",,"810"
"480646",,"Pincher Creek","4","2",3463,1607,1473,3523,3523,1540,1444,"4.0566","0","0","0","48","0646",,
"480652",,"Ponoka","4","2",7032,3193,2959,6899,6899,3145,2871,"5.6096","0","0","0","48","0652",,
"480683",,"Provost","4","2",1834,824,732,1945,1945,807,750,"2.0923","0","0","0","48","0683",,
"480693",,"Raymond","4","2",3942,1305,1256,3533,3553,1208,1091,"3.9188","1","0","0","48","0693",,
"480694",,"Red Deer","1","3",99846,42979,40133,99718,99773,42018,39731,"65.9291","1","0","0","48","0694",,"830"
"480697",,"Redwater","2","2",1802,845,773,1591,1591,764,695,"2.008","0","0","0","48","0697",,"835"
"480708",,"Rimbey","4","2",2258,1065,973,2086,2349,1048,970,"3.6314","1","0","0","48","0708",,
"480720",,"Rocky Mountain House","4","2",6518,2972,2592,6429,6429,2861,2517,"7.4676","0","0","0","48","0720",,
"480764",,"Slave Lake","4","2",6542,2575,2312,6155,6155,2557,2140,"6.6252","0","0","0","48","0764",,
"480780",,"Spruce Grove","6","3",39348,15518,15009,36135,36279,14087,13469,"29.7558","1","0","0","48","0780",,"835"
"480796",,"St. Paul","4","2",5685,2390,2214,5728,5728,2336,2206,"5.0286","0","0","0","48","0796",,
"480890",,"Stettler","4","2",5595,2513,2328,5862,5872,2578,2389,"7.4609","1","0","0","48","0890",,
"480898",,"Strathmore","1","2",13851,5585,5355,13592,13592,5275,5084,"9.464","0","0","0","48","0898",,"826"
"480910",,"Swan Hills","4","2",1191,700,505,1275,1275,698,523,"2.3925","0","0","0","48","0910",,
"480915",,"Sylvan Lake","1","2",16142,7267,6452,14942,14977,6723,5677,"10.4863","1","0","0","48","0915",,"831"
"480916",,"Taber","4","2",8978,3521,3387,8548,8558,3424,3198,"15.6928","1","0","0","48","0916",,
"480934",,"Three Hills","4","2",2902,1183,1110,3078,3078,1246,1175,"3.1393","0","0","0","48","0934",,
"480972",,"Valleyview","4","2",1280,599,500,1421,1421,663,587,"1.5522","0","0","0","48","0972",,
"480980",,"Vegreville","4","2",5383,2614,2351,5436,5436,2618,2334,"5.0517","0","0","0","48","0980",,
"480982",,"Vermilion","4","2",3552,1731,1488,3617,3697,1740,1557,"3.6564","1","0","0","48","0982",,
"480993",,"Vulcan","4","2",1558,755,699,1680,1680,748,708,"1.7047","0","0","0","48","0993",,
"480996",,"Wainwright","4","2",6461,2848,2602,6153,6153,2714,2473,"5.0849","0","0","0","48","0996",,
"481012",,"Westlock","4","2",4820,2333,2104,4678,4957,2268,2081,"5.2627","1","0","0","48","1012",,
"481015",,"Wetaskiwin","1","2",12438,5584,5136,12486,12491,5505,5065,"12.1118","1","0","0","48","1015",,"865"
"481022",,"Whitecourt","4","2",9195,4013,3578,9515,9515,3966,3472,"10.2245","0","0","0","48","1022",,
"481138",,"Nanton","4","2",1984,915,871,1965,1970,880,849,"1.5588","1","0","0","48","1138",,
"481139",,"Black Diamond","4","2",2574,1174,1120,2552,2552,1048,1039,"2.1467","0","0","0","48","1139",,
"481140",,"Carstairs","4","2",3660,1405,1366,3080,3080,1199,1163,"4.7559","0","0","0","48","1140",,
"481141",,"Gibbons","2","2",2989,1187,1108,2661,2973,1162,1077,"4.7764","1","0","0","48","1141",,"835"
"481164",,"Sundre","4","2",1781,803,752,1866,1866,805,766,"2.3719","0","0","0","48","1164",,
"481165",,"Tofield","4","2",1811,804,748,1854,1854,800,759,"1.2211","0","0","0","48","1165",,
"481173",,"Blackfalds","4","2",10315,3895,3727,8749,9161,3487,3238,"8.9275","1","0","0","48","1173",,
"481174",,"Jasper","4","2",4029,1776,1586,3948,3948,1567,1491,"1.8406","0","0","0","48","1174",,
"481197",,"Wembley","4","2",1432,616,550,1516,1516,618,565,"2.1979","0","0","0","48","1197",,
"481198",,"Penhold","4","2",3359,1353,1284,3165,3210,1268,1207,"1.6488","1","0","0","48","1198",,
"481199",,"Lamont","4","2",1328,564,519,1347,1347,532,503,"1.9319","0","0","0","48","1199",,
"481200",,"Elk Point","4","2",1394,677,586,1437,1437,637,530,"2.2592","0","0","0","48","1200",,
"481201",,"Millet","4","2",1847,814,776,1905,1905,847,805,"2.1815","0","0","0","48","1201",,
"481202",,"Beaumont","6","2",20779,7124,6907,17396,17396,5980,5633,"10.3988","0","0","0","48","1202",,"835"
"481214",,"Bon Accord","2","2",1451,585,550,1529,1529,578,560,"2.1272","0","0","0","48","1214",,"835"
"481216",,"Crossfield","2","2",3579,1375,1320,2973,2973,1165,1098,"3.9948","0","0","0","48","1216",,"825"
"481242",,"Sexsmith","4","2",2275,862,790,2461,2461,868,808,"1.8287","0","0","0","48","1242",,
"481249",,"Coalhurst","2","2",2818,1038,1008,2623,2623,949,920,"1.7628","0","0","0","48","1249",,"810"
"481258",,"Stony Plain","6","2",17253,7136,6802,16271,16416,6626,6315,"17.7261","1","0","0","48","1258",,"835"
"481279",,"Bassano","4","2",1186,583,531,1196,1201,555,535,"1.3253","1","0","0","48","1279",,
"481302",,"Two Hills","4","2",1379,510,432,1198,1291,450,378,"1.2537","1","0","0","48","1302",,
"481311",,"Athabasca","4","2",1181,602,521,1250,1250,600,541,"2.0323","0","0","0","48","1311",,
"481346",,"Clairmont","4","2",2808,1133,1041,1922,2411,993,929,"4.1596","1","0","0","48","1346",,
"481347",,"La Crète","4","2",2911,1125,1063,1860,2739,1094,971,"3.0218","1","0","0","48","1347",,
"481360",,"Calmar","2","2",1883,803,766,1849,1986,775,757,"1.3276","1","0","0","48","1360",,"835"
"481367",,"Langdon","2","2",5193,1693,1667,5060,5060,1586,1582,"4.3154","0","0","0","48","1367",,"825"
"481368",,"Chestermere","6","2",21425,6654,6483,19472,19477,6108,5983,"8.9928","1","0","0","48","1368",,"825"
"481369",,"Irricana","2","2",1135,456,444,1160,1160,452,447,"1.1388","0","0","0","48","1369",,"825"
"481387",,"Bowden","4","2",1275,621,583,1240,1240,581,524,"2.8151","0","0","0","48","1387",,
"481407",,"Nobleford","2","2",1438,462,446,1278,1278,427,404,"0.9757","0","0","0","48","1407",,"810"
"481540",,"Alberta Beach - Val Quentin","4","2",1103,1051,528,1204,1327,1124,632,"1.6939","1","0","0","48","1540",,
"481542",,"Cold Lake","4","2",7201,3022,2808,6678,6795,2887,2552,"5.7055","1","0","0","48","1542",,
"481543",,"Coleman","4","2",1441,907,722,1475,1475,893,697,"1.9937","0","0","0","48","1543",,
"481546",,"Fort Saskatchewan","6","2",26831,10779,10306,23895,23944,9853,9177,"21.848","1","0","0","48","1546",,"835"
"481547",,"Heritage Pointe","4","2",1974,726,707,2075,2075,721,710,"4.7834","0","0","0","48","1547",,
"481548",,"Lancaster Park","2","2",1253,469,439,1501,1501,505,462,"0.9167","0","0","0","48","1548",,"835"
"481549",,"Legal","2","2",1164,459,425,1135,1251,437,420,"1.792","1","0","0","48","1549",,"835"
"481550",,"Redcliff","2","2",5385,2206,2117,5474,5474,2184,2115,"7.3935","0","0","0","48","1550",,"805"
"481551",,"Springbrook","4","2",1534,604,579,1502,1502,548,529,"2.1857","0","0","0","48","1551",,
"481552",,"Turner Valley","4","2",2409,1025,965,2249,2373,966,921,"3.3","1","0","0","48","1552",,
"481553",,"Vauxhall","4","2",1286,457,436,1222,1222,458,413,"2.7089","0","0","0","48","1553",,
"481554",,"Westlake","4","2",2040,654,635,1363,1363,470,440,"3.2655","0","0","0","48","1554",,
"481610",,"Cardiff","2","2",1033,395,379,,1167,401,398,"0.978","1","0","0","48","1610",,"835"
"481611",,"Carriage Lane Estates","4","2",1094,336,321,,1008,303,286,"1.3428","1","0","0","48","1611",,
"481612",,"Stirling","4","2",1134,368,349,,938,359,295,"2.0318","1","0","0","48","1612",,
"590020",,"Armstrong","4","2",5323,2292,2217,5114,5114,2143,2132,"5.2185","0","0","0","59","0020",,
"590024",,"Ashcroft","4","2",1182,643,576,1084,1084,575,536,"2.0456","0","0","0","59","0024",,
"590110",,"Burns Lake","4","2",2117,864,791,1932,1942,784,724,"3.1175","1","0","0","59","0110",,
"590119",,"Campbell River","1","3",38108,17246,16562,35138,35440,16032,15365,"33.0011","1","0","0","59","0119",,"944"
"590146",,"Castlegar","4","2",10029,4442,4245,9023,9592,4358,4154,"19.0062","1","0","0","59","0146",,
"590161",,"Chase","2","2",2377,1238,1166,2263,2263,1158,1078,"2.3332","0","0","0","59","0161",,"925"
"590169",,"Chemainus","2","2",4033,2099,2016,3021,3612,1917,1787,"5.8193","1","0","0","59","0169",,"937"
"590177",,"Chilliwack","1","3",81622,34302,33030,73161,73171,30907,29690,"56.0238","1","0","0","59","0177",,"930"
"590207",,"Courtenay","1","3",48917,22691,21901,45018,45314,21042,20401,"56.5796","1","0","0","59","0207",,"943"
"590210",,"Cranbrook","1","2",20008,8831,8558,19259,19641,8609,8362,"16.323","1","0","0","59","0210",,"905"
"590212",,"Creston","4","2",5459,2741,2604,5226,5236,2682,2533,"6.0392","1","0","0","59","0212",,
"590213",,"Cumberland","2","2",4190,1809,1732,3600,3600,1542,1503,"3.9121","0","0","0","59","0213",,"943"
"590217",,"Dawson Creek","1","2",11706,5817,5094,11574,11621,5693,4801,"12.3425","1","0","0","59","0217",,"975"
"590243",,"Duncan","1","2",24358,11013,10552,23278,23559,10573,10091,"22.7484","1","0","0","59","0243",,"937"
"590262",,"Enderby","4","2",3028,1508,1436,2964,2964,1443,1391,"4.2626","0","0","0","59","0262",,
"590280",,"Fernie","4","2",5519,2789,2282,4850,4860,2707,2058,"4.4928","1","0","0","59","0280",,
"590293",,"Fort Nelson","4","2",2611,1622,1173,3366,3371,1682,1424,"5.0218","1","0","0","59","0293",,
"590297",,"Fort St. James","4","2",1497,697,619,1510,1721,796,683,"3.2152","1","0","0","59","0297",,
"590298",,"Fort St. John","1","2",21123,9868,8653,19897,20026,9424,7899,"14.8863","1","0","0","59","0298",,"977"
"590316",,"Gibsons","4","2",9603,4845,4401,9132,9199,4521,4219,"14.1145","1","0","0","59","0316",,
"590326",,"Golden","4","2",3640,1709,1566,3240,3403,1588,1451,"6.1195","1","0","0","59","0326",,
"590333",,"Grand Forks","4","2",4166,1985,1893,3953,4100,1965,1886,"8.2053","1","0","0","59","0333",,
"590376",,"Hope","4","2",4434,2167,2000,4067,4197,2082,1955,"5.4786","1","0","0","59","0376",,
"590389",,"Invermere","4","2",3340,1880,1418,2882,2911,1721,1186,"3.4384","1","0","0","59","0389",,
"590397",,"Kamloops","1","3",92442,39771,38082,78026,85702,37597,35419,"74.3533","1","0","0","59","0397",,"925"
"590403",,"Kelowna","1","4",181380,83287,77446,151957,160095,71247,67032,"168.9222","1","0","0","59","0403",,"915"
"590411",,"Kimberley","4","2",4908,2300,2158,4513,4679,2254,2095,"4.5126","1","0","0","59","0411",,
"590420",,"Kitimat","4","2",6727,3763,3028,6394,6822,3684,2971,"4.8834","1","0","0","59","0420",,
"590447",,"Ladysmith","1","2",11194,5125,4920,10637,10637,4746,4673,"13.8502","0","0","0","59","0447",,"936"
"590449",,"Lake Cowichan","4","2",3181,1506,1425,3013,3089,1460,1414,"4.139","1","0","0","59","0449",,
"590470",,"Lillooet","4","2",1652,886,809,1560,1570,850,752,"2.3713","1","0","0","59","0470",,
"590493",,"Mackenzie","4","2",2856,1634,1323,3262,3262,1630,1409,"3.4274","0","0","0","59","0493",,
"590529",,"Merritt","4","2",5248,2435,2293,5321,5321,2432,2277,"4.4286","0","0","0","59","0529",,
"590567",,"Nakusp","4","2",1112,606,554,1130,1135,594,558,"1.3144","1","0","0","59","0567",,
"590568",,"Nanaimo","1","4",106079,47554,45512,92004,96415,43265,41447,"86.7611","1","0","0","59","0568",,"938"
"590574",,"Nelson","1","2",11198,5358,4992,10664,10669,5110,4870,"7.4468","1","0","0","59","0574",,"907"
"590608",,"Oliver","4","2",5708,2746,2598,5279,5437,2520,2411,"5.6677","1","0","0","59","0608",,
"590615",,"Osoyoos","4","2",4859,2919,2279,4520,4537,2863,2183,"4.2356","1","0","0","59","0615",,
"590626",,"Parksville","1","2",27330,13872,13155,23574,25364,12922,12192,"27.4486","1","0","0","59","0626",,"939"
"590632",,"Penticton","1","3",36893,18426,17361,33617,33899,16913,15766,"25.8404","1","0","0","59","0632",,"913"
"590654",,"Port Alberni","1","2",21711,10438,9898,20712,20910,10014,9490,"28.4917","1","0","0","59","0654",,"940"
"590673",,"Powell River","1","2",13116,6342,6038,12384,12389,6018,5752,"17.3677","1","0","0","59","0673",,"945"
"590679",,"Prince George","1","3",67339,29851,28163,65510,66315,29084,27332,"73.8989","1","0","0","59","0679",,"970"
"590680",,"Prince Rupert","1","2",11814,5507,4857,11733,11733,5440,4719,"7.9699","0","0","0","59","0680",,"955"
