"CTuid","CTdguid","CTname","CTpop_2021","CTtdwell_2021","CTurdwell_2021","CTpop_2016","CTpop_2016a","CTtdwell_2016a","CTurdwell_2016a","CTarea","CTadj","CTir_2016","CTir_2021","PRuid","CMAcode","CTcode"
"5050125.01","2021S05075050125.01","0125.01",4803,1806,1778,4798,4798,1802,1787,"1.6607","0","0","0","35","505","3221"
"5050125.02","2021S05075050125.02","0125.02",3370,1397,1364,3369,3369,1369,1327,"0.9007","0","0","0","35","505","3222"
"5050125.03","2021S05075050125.03","0125.03",997,198,193,527,527,210,205,"59.308","0","0","0","35","505","3223"
"5050125.04","2021S05075050125.04","0125.04",3709,1371,1363,3924,3924,1355,1354,"1.7261","0","0","0","35","505","3224"
"5050125.05","2021S05075050125.05","0125.05",5266,1903,1868,5229,5229,1859,1844,"1.9842","0","0","0","35","505","4165"
"5050125.07","2021S05075050125.07","0125.07",4415,1634,1608,4369,4369,1620,1590,"1.6726","0","0","0","35","505","4736"
"5050125.08","2021S05075050125.08","0125.08",4687,1814,1792,4814,4814,1833,1811,"1.3104","0","0","0","35","505","4726"
"5050125.09","2021S05075050125.09","0125.09",3591,1395,1367,3593,3593,1396,1381,"0.7409","0","0","0","35","505","4725"
"5050125.10","2021S05075050125.10","0125.10",8441,2875,2808,,6127,2023,1942,"5.5085","1","0","0","35","505","6400"
"5050125.11","2021S05075050125.11","0125.11",5385,1864,1828,,4181,1463,1399,"4.3966","1","0","0","35","505","6401"
"5050126.04","2021S05075050126.04","0126.04",10128,3709,3606,5114,5114,2006,1934,"135.9008","0","0","0","35","505","1228"
"5050126.05","2021S05075050126.05","0126.05",6327,2095,2069,6389,6389,2093,2079,"6.8348","0","0","0","35","505","2782"
"5050126.06","2021S05075050126.06","0126.06",6255,2262,2211,5953,5953,2129,2098,"7.3076","0","0","0","35","505","2783"
"5050126.07","2021S05075050126.07","0126.07",7703,2265,2234,,6615,2000,1964,"7.2043","1","0","0","35","505","6411"
"5050126.08","2021S05075050126.08","0126.08",3752,1259,1239,,1240,444,436,"6.084","1","0","0","35","505","6412"
"5050126.09","2021S05075050126.09","0126.09",2634,871,836,,1010,341,298,"4.0507","1","0","0","35","505","6413"
"5050127.00","2021S05075050127.00","0127.00",4007,1655,1511,3410,3410,1556,1300,"19.6915","0","0","0","35","505","2535"
"5050130.01","2021S05075050130.01","0130.01",4172,1640,1588,3950,3950,1613,1517,"11.0609","0","0","0","35","505","3225"
"5050130.02","2021S05075050130.02","0130.02",4492,1761,1717,4247,4247,1750,1703,"1.5532","0","0","0","35","505","3226"
"5050131.01","2021S05075050131.01","0131.01",6242,2901,2827,5518,5518,2672,2548,"1.5197","0","0","0","35","505","2536"
"5050131.02","2021S05075050131.02","0131.02",4858,2026,1931,4643,4643,2021,1935,"1.4006","0","0","0","35","505","2537"
"5050132.00","2021S05075050132.00","0132.00",6451,2594,2465,6086,6086,2596,2435,"1.9509","0","0","0","35","505","0911"
"5050133.00","2021S05075050133.00","0133.00",5784,2192,2036,5092,5092,2162,1938,"2.4013","0","0","0","35","505","0912"
"5050134.00","2021S05075050134.00","0134.00",3810,1481,1424,3664,3664,1452,1389,"2.0484","0","0","0","35","505","0913"
"5050135.01","2021S05075050135.01","0135.01",6931,2457,2416,6508,6508,2386,2347,"1.8351","0","0","0","35","505","2538"
"5050135.02","2021S05075050135.02","0135.02",4695,1905,1877,4771,4771,1910,1887,"3.6825","0","0","0","35","505","2539"
"5050135.03","2021S05075050135.03","0135.03",1827,767,713,1860,1860,762,719,"1.3946","0","0","0","35","505","3227"
"5050136.01","2021S05075050136.01","0136.01",4564,1768,1750,4508,4508,1761,1722,"2.5689","0","0","0","35","505","3228"
"5050136.02","2021S05075050136.02","0136.02",4821,2171,2108,4764,4764,2082,2000,"2.0883","0","0","0","35","505","3229"
"5050137.02","2021S05075050137.02","0137.02",3056,1373,1328,3096,3096,1373,1338,"0.9723","0","0","0","35","505","3231"
"5050137.03","2021S05075050137.03","0137.03",1784,658,647,1772,1772,655,647,"1.2109","0","0","0","35","505","3232"
"5050137.04","2021S05075050137.04","0137.04",2056,832,810,1913,1913,826,784,"0.8877","0","0","0","35","505","5613"
"5050137.05","2021S05075050137.05","0137.05",6966,2703,2631,7245,7245,2706,2622,"2.0632","0","0","0","35","505","5614"
"5050138.00","2021S05075050138.00","0138.00",7705,3066,2907,7492,7492,3063,2852,"1.2507","0","0","0","35","505","0917"
"5050139.00","2021S05075050139.00","0139.00",3941,1645,1599,3962,3962,1610,1553,"5.8374","0","0","0","35","505","0918"
"5050140.01","2021S05075050140.01","0140.01",10,2,2,5,5,1,1,"16.9806","0","0","0","35","505","3233"
"5050140.03","2021S05075050140.03","0140.03",2609,1015,1003,2613,2613,1018,990,"0.8102","0","0","0","35","505","3235"
"5050140.04","2021S05075050140.04","0140.04",4955,1752,1741,5174,5174,1754,1750,"1.2529","0","0","0","35","505","4731"
"5050140.05","2021S05075050140.05","0140.05",4448,1626,1615,4564,4564,1627,1609,"1.1238","0","0","0","35","505","4732"
"5050140.06","2021S05075050140.06","0140.06",2196,784,780,2196,2196,784,781,"0.7173","0","0","0","35","505","5609"
"5050140.07","2021S05075050140.07","0140.07",4341,1772,1743,4453,4453,1780,1744,"1.3402","0","0","0","35","505","5610"
"5050141.04","2021S05075050141.04","0141.04",4050,1394,1376,3569,3569,1256,1228,"2.7107","0","0","0","35","505","1219"
"5050141.09","2021S05075050141.09","0141.09",6369,2173,2143,6423,6423,2174,2122,"1.6926","0","0","0","35","505","1247"
"5050141.10","2021S05075050141.10","0141.10",5423,1715,1699,5422,5422,1674,1659,"1.0406","0","0","0","35","505","2345"
"5050141.11","2021S05075050141.11","0141.11",5882,1963,1918,5851,5851,1935,1887,"0.9432","0","0","0","35","505","2346"
"5050141.13","2021S05075050141.13","0141.13",3595,1067,1057,3579,3579,1068,1050,"1.4414","0","0","0","35","505","2775"
"5050141.14","2021S05075050141.14","0141.14",2194,796,769,2214,2214,792,757,"109.8097","0","0","0","35","505","2777"
"5050141.16","2021S05075050141.16","0141.16",5957,2086,2058,,5407,1815,1797,"1.5161","1","0","0","35","505","6382"
"5050141.17","2021S05075050141.17","0141.17",4242,1509,1484,,3083,1041,1011,"1.1131","1","0","0","35","505","6383"
"5050141.18","2021S05075050141.18","0141.18",6721,2160,2142,,6801,2180,2164,"5.244","1","0","0","35","505","6384"
"5050141.19","2021S05075050141.19","0141.19",1521,464,459,,1574,466,462,"3.1771","1","0","0","35","505","6385"
"5050141.20","2021S05075050141.20","0141.20",4124,1801,1435,,1565,646,627,"3.2407","1","0","0","35","505","6414"
"5050141.21","2021S05075050141.21","0141.21",3146,1028,1011,,2792,915,899,"0.7119","1","0","0","35","505","6415"
"5050141.22","2021S05075050141.22","0141.22",5334,1663,1636,,5421,1665,1638,"0.9931","1","0","0","35","505","6416"
"5050141.23","2021S05075050141.23","0141.23",4781,1447,1428,,3495,1160,1095,"4.844","1","0","0","35","505","6417"
"5050141.24","2021S05075050141.24","0141.24",6309,2040,1990,,3723,1235,1207,"2.3445","1","0","0","35","505","6418"
"5050141.25","2021S05075050141.25","0141.25",8910,2842,2808,,4433,1546,1498,"4.1819","1","0","0","35","505","6419"
"5050141.26","2021S05075050141.26","0141.26",5321,1707,1681,,5096,1652,1640,"2.5316","1","0","0","35","505","6420"
"5050151.03","2021S05075050151.03","0151.03",5733,2187,2144,4833,4833,1834,1787,"11.9419","0","0","0","35","505","3238"
"5050151.04","2021S05075050151.04","0151.04",6095,2285,2262,6125,6125,2124,2111,"3.0349","0","0","0","35","505","5807"
"5050151.05","2021S05075050151.05","0151.05",3481,1425,1413,3601,3601,1426,1418,"1.6823","0","0","0","35","505","5808"
"5050151.06","2021S05075050151.06","0151.06",5772,1975,1955,5460,5460,1801,1783,"3.3646","0","0","0","35","505","5809"
"5050151.08","2021S05075050151.08","0151.08",14304,4873,4732,6967,6967,2221,2199,"13.1873","0","0","0","35","505","6023"
"5050151.09","2021S05075050151.09","0151.09",5324,1954,1931,5145,5145,1862,1824,"236.2345","0","0","0","35","505","6095"
"5050151.10","2021S05075050151.10","0151.10",5374,1949,1906,,3193,1090,1063,"1.8792","1","0","0","35","505","6406"
"5050151.11","2021S05075050151.11","0151.11",5863,2009,1994,,4686,1573,1564,"2.7091","1","0","0","35","505","6407"
"5050160.02","2021S05075050160.02","0160.02",5094,2191,2155,5158,5158,2155,2134,"2.5924","0","0","0","35","505","3240"
"5050160.04","2021S05075050160.04","0160.04",6200,2426,2390,6239,6239,2421,2389,"2.0614","0","0","0","35","505","4167"
"5050160.05","2021S05075050160.05","0160.05",3115,1268,1252,3176,3176,1264,1248,"1.128","0","0","0","35","505","4724"
"5050160.06","2021S05075050160.06","0160.06",6109,2754,2608,5355,5355,2497,2143,"2.4978","0","0","0","35","505","4720"
"5050160.07","2021S05075050160.07","0160.07",6552,2447,2417,6762,6762,2411,2397,"3.403","0","0","0","35","505","4721"
"5050160.09","2021S05075050160.09","0160.09",3762,1262,1232,3578,3578,1194,1166,"88.5107","0","0","0","35","505","5606"
"5050160.11","2021S05075050160.11","0160.11",5919,2049,2007,5915,5915,1955,1947,"5.6598","0","0","0","35","505","2991"
"5050160.12","2021S05075050160.12","0160.12",3773,1116,1103,,3895,1117,1108,"0.9167","1","0","0","35","505","6394"
"5050160.13","2021S05075050160.13","0160.13",5817,1869,1838,,5930,1873,1862,"3.5055","1","0","0","35","505","6395"
"5050160.14","2021S05075050160.14","0160.14",5137,1561,1539,,3679,1099,1083,"5.1348","1","0","0","35","505","6398"
"5050160.15","2021S05075050160.15","0160.15",5853,2123,2048,,4883,1657,1636,"6.1953","1","0","0","35","505","6399"
"5050161.03","2021S05075050161.03","0161.03",4740,1718,1696,4960,4960,1729,1723,"1.2185","0","0","0","35","505","5600"
"5050161.04","2021S05075050161.04","0161.04",4951,1799,1787,5320,5320,1800,1793,"1.6713","0","0","0","35","505","5601"
"5050161.05","2021S05075050161.05","0161.05",6602,2246,2219,6778,6778,2232,2224,"1.5678","0","0","0","35","505","2350"
"5050161.06","2021S05075050161.06","0161.06",9531,3271,3228,7342,7342,2617,2559,"1.9454","0","0","0","35","505","2364"
"5050162.02","2021S05075050162.02","0162.02",6925,2484,2432,4325,4325,1584,1576,"2.1939","0","0","0","35","505","4723"
"5050162.03","2021S05075050162.03","0162.03",3009,1268,1240,,3143,1258,1251,"1.4489","1","0","0","35","505","6404"
"5050162.04","2021S05075050162.04","0162.04",6029,2143,2097,,4368,1634,1578,"2.7541","1","0","0","35","505","6405"
"5050170.01","2021S05075050170.01","0170.01",4537,2004,1868,4206,4206,1708,1661,"2.9336","0","0","0","35","505","3244"
"5050170.03","2021S05075050170.03","0170.03",3887,1441,1421,3943,3943,1412,1401,"1.3723","0","0","0","35","505","4168"
"5050170.04","2021S05075050170.04","0170.04",3397,1397,1371,3582,3582,1409,1405,"1.3428","0","0","0","35","505","4169"
"5050170.05","2021S05075050170.05","0170.05",3371,1324,1311,3506,3506,1330,1325,"0.9928","0","0","0","35","505","4170"
"5050170.08","2021S05075050170.08","0170.08",2509,868,866,2653,2653,866,864,"0.7346","0","0","0","35","505","5594"
"5050170.09","2021S05075050170.09","0170.09",4671,1786,1771,4793,4793,1783,1776,"1.2701","0","0","0","35","505","5595"
"5050170.10","2021S05075050170.10","0170.10",4294,1806,1773,4197,4197,1731,1693,"1.8126","0","0","0","35","505","5611"
"5050170.11","2021S05075050170.11","0170.11",3048,1073,1061,3242,3242,1077,1076,"1.3565","0","0","0","35","505","5612"
"5050170.12","2021S05075050170.12","0170.12",4790,1617,1603,4819,4819,1596,1589,"1.1012","0","0","0","35","505","2348"
"5050170.13","2021S05075050170.13","0170.13",5183,1903,1781,5174,5174,1757,1736,"1.2374","0","0","0","35","505","2349"
"5050171.03","2021S05075050171.03","0171.03",5596,2082,2029,5620,5620,2049,2006,"153.932","0","0","0","35","505","1186"
"5050171.05","2021S05075050171.05","0171.05",5806,2064,2026,5604,5604,1891,1871,"3.684","0","0","0","35","505","1251"
"5050171.06","2021S05075050171.06","0171.06",7429,2765,2692,6259,6259,2300,2226,"134.0472","0","0","0","35","505","1252"
"5050171.07","2021S05075050171.07","0171.07",4660,1559,1547,4742,4742,1551,1550,"1.7322","0","0","0","35","505","2765"
"5050171.11","2021S05075050171.11","0171.11",7444,2345,2316,,7370,2336,2328,"2.5832","1","0","0","35","505","6386"
"5050171.12","2021S05075050171.12","0171.12",9104,3223,3148,,2563,1009,998,"4.4093","1","0","0","35","505","6387"
"5050171.13","2021S05075050171.13","0171.13",1167,394,385,,1149,393,393,"2.1702","1","0","0","35","505","6408"
"5050171.14","2021S05075050171.14","0171.14",3876,1276,1271,,3949,1277,1274,"0.9615","1","0","0","35","505","6409"
"5050171.15","2021S05075050171.15","0171.15",3709,1322,1306,,3686,1304,1297,"1.0928","1","0","0","35","505","6410"
"5050180.01","2021S05075050180.01","0180.01",8401,3297,3235,7581,7581,2918,2872,"5.2163","0","0","0","35","505","5607"
"5050180.02","2021S05075050180.02","0180.02",5868,2448,2396,5148,5148,2215,2164,"17.4955","0","0","0","35","505","5608"
"5050181.01","2021S05075050181.01","0181.01",6339,2308,2245,6137,6137,2244,2176,"122.7313","0","0","0","35","505","5596"
"5050181.02","2021S05075050181.02","0181.02",5897,2263,2219,5646,5646,2160,2117,"152.0228","0","0","0","35","505","5597"
"5050182.00","2021S05075050182.00","0182.00",3993,1483,1454,3955,3955,1449,1418,"169.428","0","0","0","35","505","5097"
"5050183.00","2021S05075050183.00","0183.00",6836,2535,2506,5501,5501,1968,1938,"16.7602","0","0","0","35","505","5098"
"5050184.00","2021S05075050184.00","0184.00",8769,3317,3266,7064,7064,2591,2517,"12.593","0","0","0","35","505","5099"
"5050190.01","2021S05075050190.01","0190.01",6589,2406,2365,6494,6494,2354,2308,"193.2739","0","0","0","35","505","5582"
"5050190.02","2021S05075050190.02","0190.02",7622,2688,2639,7145,7145,2506,2467,"48.924","0","0","0","35","505","5583"
"5050191.01","2021S05075050191.01","0191.01",5078,1693,1657,4824,4824,1633,1572,"38.7579","0","0","0","35","505","2343"
"5050191.02","2021S05075050191.02","0191.02",4910,1847,1808,4822,4822,1783,1738,"102.2643","0","0","0","35","505","2344"
"5050200.01","2021S05075050200.01","0200.01",2368,901,870,2204,2204,875,841,"263.0876","0","0","0","35","505","5598"
"5050200.02","2021S05075050200.02","0200.02",7026,2647,2584,6485,6485,2506,2420,"141.6761","0","0","0","35","505","5599"
"5050201.00","2021S05075050201.00","0201.00",5315,2052,1992,4486,4486,1678,1631,"6.7174","0","0","0","35","505","3246"
"5050300.01","2021S05075050300.01","0300.01",7824,2936,2870,,7212,2738,2701,"136.4841","1","0","0","35","505","6402"
"5050300.02","2021S05075050300.02","0300.02",3098,1073,1053,,2948,1033,1024,"122.6848","1","0","0","35","505","6403"
"5050301.00","2021S05075050301.00","0301.00",4616,1864,1796,4413,4413,1823,1710,"255.6323","0","0","0","35","505","4512"
"5050302.00","2021S05075050302.00","0302.00",7000,3036,2794,6974,6974,3002,2687,"112.1089","0","0","0","35","505","4513"
"5050400.00","2021S05075050400.00","0400.00",17964,7244,7038,16451,16451,6658,6439,"351.8995","0","0","0","35","505","4739"
"5050500.00","2021S05075050500.00","0500.00",2717,1967,1620,2158,2158,1754,1336,"1.1967","0","0","0","24","505","0925"
"5050501.00","2021S05075050501.00","0501.00",1815,1413,1137,1703,1703,1356,1055,"0.4444","0","0","0","24","505","0926"
"5050502.00","2021S05075050502.00","0502.00",2884,1329,1157,1849,1849,1105,934,"1.1988","0","0","0","24","505","0927"
"5050503.00","2021S05075050503.00","0503.00",1818,1122,989,1838,1838,1098,995,"0.6109","0","0","0","24","505","0928"
"5050504.01","2021S05075050504.01","0504.01",6544,3651,3392,6103,6103,3457,3122,"5.3935","0","0","0","24","505","0953"
"5050504.03","2021S05075050504.03","0504.03",5615,2227,2163,4811,4811,1917,1786,"5.7934","0","0","0","24","505","2373"
"5050504.04","2021S05075050504.04","0504.04",5595,2603,2481,5195,5195,2231,2121,"1.6865","0","0","0","24","505","2378"
"5050504.05","2021S05075050504.05","0504.05",4477,1903,1845,4653,4653,1903,1858,"1.8568","0","0","0","24","505","2381"
"5050505.00","2021S05075050505.00","0505.00",3479,2001,1844,3390,3390,1937,1743,"0.8602","0","0","0","24","505","0930"
"5050506.00","2021S05075050506.00","0506.00",4776,2682,2435,4669,4669,2622,2364,"1.7799","0","0","0","24","505","0931"
"5050507.00","2021S05075050507.00","0507.00",4714,2704,2424,4369,4369,2676,2341,"3.8209","0","0","0","24","505","0932"
"5050508.00","2021S05075050508.00","0508.00",3057,1915,1748,2966,2966,1863,1691,"1.0523","0","0","0","24","505","0933"
"5050509.00","2021S05075050509.00","0509.00",2831,1654,1540,2720,2720,1613,1480,"0.7265","0","0","0","24","505","0934"
"5050510.01","2021S05075050510.01","0510.01",5066,2596,2461,4875,4875,2602,2405,"1.2378","0","0","0","24","505","3247"
"5050510.02","2021S05075050510.02","0510.02",2929,1599,1415,2999,2999,1617,1476,"0.7537","0","0","0","24","505","3248"
"5050511.01","2021S05075050511.01","0511.01",6910,3842,3545,6879,6879,3868,3467,"2.3968","0","0","0","24","505","3249"
"5050511.02","2021S05075050511.02","0511.02",7196,3418,3326,7287,7287,3381,3251,"6.114","0","0","0","24","505","3250"
"5050600.00","2021S05075050600.00","0600.00",2728,1640,1491,2723,2723,1700,1507,"1.9606","0","0","0","24","505","0937"
"5050601.01","2021S05075050601.01","0601.01",4471,2369,2222,4701,4701,2584,2330,"2.4545","0","0","0","24","505","3251"
"5050601.02","2021S05075050601.02","0601.02",2009,906,887,2133,2133,904,898,"0.7147","0","0","0","24","505","3252"
"5050601.03","2021S05075050601.03","0601.03",4039,2104,2021,4188,4188,2124,2017,"0.8115","0","0","0","24","505","4712"
"5050602.01","2021S05075050602.01","0602.01",3871,1859,1797,3856,3856,1849,1757,"1.3408","0","0","0","24","505","3253"
"5050602.02","2021S05075050602.02","0602.02",2939,1397,1340,2858,2858,1384,1300,"1.1913","0","0","0","24","505","3254"
"5050602.03","2021S05075050602.03","0602.03",6749,3410,3143,7320,7320,3434,3273,"2.8111","0","0","0","24","505","4713"
"5050610.01","2021S05075050610.01","0610.01",2183,1241,1151,2044,2044,1198,1084,"4.3537","0","0","0","24","505","3255"
"5050610.02","2021S05075050610.02","0610.02",2113,1079,1011,2084,2084,1087,995,"1.3708","0","0","0","24","505","3256"
"5050611.00","2021S05075050611.00","0611.00",4558,2220,2133,4520,4520,2216,2086,"1.5464","0","0","0","24","505","0941"
"5050612.01","2021S05075050612.01","0612.01",2067,1042,996,2076,2076,1057,974,"0.8053","0","0","0","24","505","3257"
"5050612.02","2021S05075050612.02","0612.02",856,373,361,853,853,353,338,"1.7614","0","0","0","24","505","3258"
"5050613.01","2021S05075050613.01","0613.01",3541,1597,1556,3582,3582,1589,1568,"1.3743","0","0","0","24","505","3259"
"5050613.03","2021S05075050613.03","0613.03",6364,2462,2405,6590,6590,2418,2394,"2.6599","0","0","0","24","505","5872"
"5050613.04","2021S05075050613.04","0613.04",3555,1623,1593,3507,3507,1618,1585,"1.3555","0","0","0","24","505","5873"
"5050613.06","2021S05075050613.06","0613.06",3274,1190,1180,,3339,1180,1173,"1.0712","1","0","0","24","505","6993"
"5050613.07","2021S05075050613.07","0613.07",4096,1658,1625,,4211,1609,1575,"1.4341","1","0","0","24","505","6994"
"5050620.01","2021S05075050620.01","0620.01",5094,1931,1875,5003,5003,1808,1779,"79.2925","0","0","0","24","505","3261"
"5050620.03","2021S05075050620.03","0620.03",3753,1573,1551,3790,3790,1548,1526,"3.1721","0","0","0","24","505","2386"
"5050620.04","2021S05075050620.04","0620.04",4984,2264,2161,5037,5037,2262,2189,"1.5871","0","0","0","24","505","2387"
"5050630.02","2021S05075050630.02","0630.02",4273,2098,1974,4203,4203,2070,1934,"3.0839","0","0","0","24","505","4758"
"5050630.03","2021S05075050630.03","0630.03",5738,2233,2185,,5511,2077,2027,"2.4941","1","0","0","24","505","6991"
"5050630.04","2021S05075050630.04","0630.04",3772,1629,1564,,3445,1494,1423,"5.0619","1","0","0","24","505","6992"
"5050631.01","2021S05075050631.01","0631.01",6390,2681,2605,,5688,2356,2279,"4.5133","1","0","0","24","505","6989"
"5050631.02","2021S05075050631.02","0631.02",4075,1525,1479,,3876,1413,1397,"1.3726","1","0","0","24","505","6990"
"5050700.01","2021S05075050700.01","0700.01",8636,4962,3669,7863,7863,4665,3274,"577.183","0","0","0","24","505","3264"
"5050700.03","2021S05075050700.03","0700.03",7605,4763,3258,6251,6251,4294,2625,"371.8913","0","0","0","24","505","5878"
"5050700.04","2021S05075050700.04","0700.04",5723,2239,2092,5331,5331,2124,1939,"62.8745","0","0","0","24","505","5879"
"5050710.01","2021S05075050710.01","0710.01",5908,2549,2464,5975,5975,2524,2458,"49.6385","0","0","0","24","505","5799"
"5050710.02","2021S05075050710.02","0710.02",7259,2844,2781,6973,6973,2624,2583,"4.7624","0","0","0","24","505","5800"
"5050711.00","2021S05075050711.00","0711.00",6318,2740,2674,5960,5960,2463,2431,"7.4594","0","0","0","24","505","4508"
"5050712.00","2021S05075050712.00","0712.00",6474,3331,3180,6259,6259,3101,2961,"7.5142","0","0","0","24","505","4509"
"5050800.00","2021S05075050800.00","0800.00",1387,765,721,1437,1437,761,706,"0.8847","0","0","0","24","505","0951"
"5050810.01","2021S05075050810.01","0810.01",4680,2113,2003,4671,4671,2070,1948,"1.6645","0","0","0","24","505","3266"
"5050810.02","2021S05075050810.02","0810.02",4945,2197,2112,4837,4837,2204,2064,"1.0188","0","0","0","24","505","3267"
"5050811.01","2021S05075050811.01","0811.01",3903,1668,1614,3885,3885,1643,1593,"1.8358","0","0","0","24","505","3268"
"5050811.02","2021S05075050811.02","0811.02",5608,2329,2258,5289,5289,2428,2354,"1.6559","0","0","0","24","505","3269"
"5050820.01","2021S05075050820.01","0820.01",2656,1000,988,,2713,995,989,"1.6788","1","0","0","24","505","6987"
"5050820.02","2021S05075050820.02","0820.02",4926,1951,1894,,4925,1942,1877,"2.0399","1","0","0","24","505","6988"
"5050821.02","2021S05075050821.02","0821.02",5039,2048,1920,4375,4375,1813,1670,"9.1256","0","0","0","24","505","2389"
"5050821.03","2021S05075050821.03","0821.03",4396,1459,1418,,4137,1342,1305,"3.3144","1","0","0","24","505","6985"
"5050821.04","2021S05075050821.04","0821.04",4947,1809,1747,,4337,1528,1503,"2.5307","1","0","0","24","505","6986"
"5050822.02","2021S05075050822.02","0822.02",8000,3376,3041,6909,6909,2898,2610,"112.6505","0","0","0","24","505","3271"
"5050822.03","2021S05075050822.03","0822.03",2536,891,867,2656,2656,998,940,"37.145","0","0","0","24","505","5812"
"5050822.07","2021S05075050822.07","0822.07",8295,3971,3693,,2883,1394,1258,"9.8796","1","0","0","24","505","6980"
"5050822.08","2021S05075050822.08","0822.08",5796,2407,2325,,5690,2329,2212,"1.2458","1","0","0","24","505","6981"
"5050822.09","2021S05075050822.09","0822.09",5432,2091,2018,,4149,1590,1538,"8.3409","1","0","0","24","505","6982"
"5050822.10","2021S05075050822.10","0822.10",5955,2026,1998,,5812,1996,1963,"1.4985","1","0","0","24","505","6983"
"5050822.11","2021S05075050822.11","0822.11",4235,1871,1764,,2846,1300,1138,"4.762","1","0","0","24","505","6984"
"5050840.00","2021S05075050840.00","0840.00",5341,2637,2536,5376,5376,2595,2509,"2.2726","0","0","0","24","505","2520"
"5050841.04","2021S05075050841.04","0841.04",5663,2196,2157,6176,6176,2200,2176,"2.8186","0","0","0","24","505","5876"
"5050841.06","2021S05075050841.06","0841.06",3092,1243,1155,2794,2794,1161,1020,"46.6981","0","0","0","24","505","2369"
"5050841.08","2021S05075050841.08","0841.08",6486,2414,2341,,6382,2294,2242,"47.7793","1","0","0","24","505","6834"
"5050841.09","2021S05075050841.09","0841.09",1871,632,613,,1523,533,506,"31.6441","1","0","0","24","505","6835"
"5050841.10","2021S05075050841.10","0841.10",4223,1732,1672,,4151,1638,1600,"5.8211","1","0","0","24","505","6995"
"5050841.11","2021S05075050841.11","0841.11",5204,1870,1844,,5131,1798,1776,"6.4157","1","0","0","24","505","6996"
"5050850.00","2021S05075050850.00","0850.00",6142,2710,2377,5850,5850,2664,2252,"445.2693","0","0","0","24","505","4510"
"5050900.00","2021S05075050900.00","0900.00",546,561,274,505,505,556,224,"177.3312","0","0","0","24","505","0914"
"5050901.00","2021S05075050901.00","0901.00",6102,2288,2176,5464,5464,2058,1960,"216.0507","0","0","0","24","505","0915"
"5050902.00","2021S05075050902.00","0902.00",704,395,297,601,601,403,259,"72.5092","0","0","0","24","505","2540"
"5050903.00","2021S05075050903.00","0903.00",920,837,495,865,865,851,452,"222.674","0","0","0","24","505","2542"
"5050904.00","2021S05075050904.00","0904.00",667,546,335,658,658,546,312,"126.3993","0","0","0","24","505","2543"
"5050905.00","2021S05075050905.00","0905.00",841,478,381,727,727,473,328,"113.3346","0","0","0","24","505","2544"
"5050906.00","2021S05075050906.00","0906.00",3084,1510,1421,2818,2818,1308,1228,"6.65","0","0","0","24","505","4727"
"5050907.00","2021S05075050907.00","0907.00",446,194,176,415,415,183,162,"62.1417","0","0","0","24","505","4730"
"5050908.00","2021S05075050908.00","0908.00",926,358,336,856,856,339,324,"57.392","0","0","0","24","505","4734"
"5050909.00","2021S05075050909.00","0909.00",461,476,229,,369,396,175,"289.5161","1","0","0","24","505","7045"
"5051000.00","2021S05075051000.00","1000.00",9629,4458,4308,,8795,4124,3912,"13.0382","1","0","0","35","505","7046"
"5051001.00","2021S05075051001.00","1001.00",7591,3235,3036,,7178,3125,2884,"255.2754","1","0","0","35","505","7047"
"5052000.00","2021S05075052000.00","2000.00",12517,5341,5210,,10644,4403,4278,"9.9385","1","0","0","35","505","7048"
"5052001.00","2021S05075052001.00","2001.00",9021,3523,3371,,7644,3100,2864,"239.3122","1","0","0","35","505","7049"
"5052002.00","2021S05075052002.00","2002.00",14740,6241,6043,,13163,5536,5292,"511.2485","1","0","0","35","505","7050"
"5210001.00","2021S05075210001.00","0001.00",3601,2816,2157,3276,3276,2765,1947,"0.8319","0","0","0","35","521","0956"
"5210002.00","2021S05075210002.00","0002.00",1452,1612,701,853,853,1590,434,"1.0184","0","0","0","35","521","0957"
"5210003.00","2021S05075210003.00","0003.00",2714,1458,1071,2592,2592,1445,964,"1.3335","0","0","0","35","521","0958"
"5210004.00","2021S05075210004.00","0004.00",2709,1472,1280,2410,2410,1451,1173,"1.6587","0","0","0","35","521","0959"
"5210005.00","2021S05075210005.00","0005.00",5607,2972,2843,5410,5410,2951,2757,"3.2177","0","0","0","35","521","0960"
"5210006.00","2021S05075210006.00","0006.00",3684,1984,1903,3566,3566,1934,1836,"1.17","0","0","0","35","521","0961"
"5210007.00","2021S05075210007.00","0007.00",3964,2668,2226,3720,3720,2549,2055,"0.956","0","0","0","35","521","0962"
"5210008.00","2021S05075210008.00","0008.00",2696,1953,1468,2295,2295,1850,1175,"0.6048","0","0","0","35","521","0963"
"5210009.00","2021S05075210009.00","0009.00",3503,2408,1963,3008,3008,2373,1660,"0.746","0","0","0","35","521","0964"
"5210010.00","2021S05075210010.00","0010.00",4092,2196,2009,3803,3803,2169,1893,"1.2016","0","0","0","35","521","0965"
"5210011.01","2021S05075210011.01","0011.01",6987,3288,3151,6884,6884,3283,3106,"4.186","0","0","0","35","521","4134"
"5210011.02","2021S05075210011.02","0011.02",2391,1140,1090,2432,2432,1138,1089,"2.7168","0","0","0","35","521","4135"
"5210012.00","2021S05075210012.00","0012.00",4047,2062,1945,4000,4000,2025,1908,"1.6656","0","0","0","35","521","0967"
