"CTuid","CTdguid","CTname","CTpop_2021","CTtdwell_2021","CTurdwell_2021","CTpop_2016","CTpop_2016a","CTtdwell_2016a","CTurdwell_2016a","CTarea","CTadj","CTir_2016","CTir_2021","PRuid","CMAcode","CTcode"
"9330034.02","2021S05079330034.02","0034.02",7476,2834,2638,7294,7294,2650,2487,"1.3371","0","0","0","59","933","4271"
"9330035.01","2021S05079330035.01","0035.01",4369,1754,1647,4298,4298,1701,1535,"0.7209","0","0","0","59","933","4898"
"9330035.02","2021S05079330035.02","0035.02",6793,2845,2676,7002,7002,2845,2634,"1.534","0","0","0","59","933","4899"
"9330036.01","2021S05079330036.01","0036.01",6218,2312,2167,6222,6222,2215,2087,"1.3696","0","0","0","59","933","2957"
"9330036.02","2021S05079330036.02","0036.02",6125,2232,2128,6140,6140,2225,2046,"1.4685","0","0","0","59","933","2958"
"9330037.01","2021S05079330037.01","0037.01",5032,2200,2068,4960,4960,2215,2017,"0.6017","0","0","0","59","933","5275"
"9330037.02","2021S05079330037.02","0037.02",3503,1655,1554,3680,3680,1694,1599,"0.519","0","0","0","59","933","5276"
"9330038.00","2021S05079330038.00","0038.00",6742,3660,3503,5817,5817,3024,2899,"0.589","0","0","0","59","933","2265"
"9330039.01","2021S05079330039.01","0039.01",6284,3721,3523,5896,5896,3578,3369,"0.7142","0","0","0","59","933","4896"
"9330039.02","2021S05079330039.02","0039.02",5874,3235,3050,5794,5794,3098,2986,"0.6033","0","0","0","59","933","4897"
"9330040.01","2021S05079330040.01","0040.01",4131,2972,2816,4106,4106,2990,2844,"0.2705","0","0","0","59","933","5277"
"9330040.02","2021S05079330040.02","0040.02",4501,3055,2889,4601,4601,3003,2953,"0.3166","0","0","0","59","933","5278"
"9330041.01","2021S05079330041.01","0041.01",4511,2981,2778,4450,4450,2868,2774,"0.381","0","0","0","59","933","5279"
"9330041.02","2021S05079330041.02","0041.02",7993,4180,3954,7411,7411,3965,3697,"1.0012","0","0","0","59","933","5280"
"9330042.00","2021S05079330042.00","0042.00",6591,3001,2744,6482,6482,2964,2640,"1.0874","0","0","0","59","933","2269"
"9330043.01","2021S05079330043.01","0043.01",3953,1935,1732,4040,4040,1908,1673,"0.7113","0","0","0","59","933","5281"
"9330043.02","2021S05079330043.02","0043.02",4311,1776,1630,4333,4333,1760,1596,"0.9967","0","0","0","59","933","5282"
"9330044.00","2021S05079330044.00","0044.00",4622,2268,2095,4700,4700,2273,2112,"2.8772","0","0","0","59","933","2271"
"9330045.01","2021S05079330045.01","0045.01",4821,2567,2381,4803,4803,2598,2364,"0.673","0","0","0","59","933","4272"
"9330045.02","2021S05079330045.02","0045.02",5915,3012,2822,5870,5870,2990,2780,"0.7334","0","0","0","59","933","4273"
"9330046.00","2021S05079330046.00","0046.00",5349,3152,3023,5158,5158,3195,3057,"0.4919","0","0","0","59","933","2273"
"9330047.01","2021S05079330047.01","0047.01",3784,2417,2261,3662,3662,2444,2264,"0.333","0","0","0","59","933","5438"
"9330047.02","2021S05079330047.02","0047.02",4200,2827,2678,4102,4102,2796,2682,"0.3916","0","0","0","59","933","5439"
"9330048.01","2021S05079330048.01","0048.01",5828,3649,3481,,5559,3624,3387,"0.8336","1","0","0","59","933","6617"
"9330048.02","2021S05079330048.02","0048.02",2590,1593,1518,,2373,1461,1388,"0.3864","1","0","0","59","933","6618"
"9330049.02","2021S05079330049.02","0049.02",5996,3294,3167,5968,5968,3249,3143,"0.8513","0","0","0","59","933","3875"
"9330049.03","2021S05079330049.03","0049.03",2991,1699,1623,,3004,1689,1651,"0.2532","1","0","0","59","933","6621"
"9330049.04","2021S05079330049.04","0049.04",3375,1882,1816,,3326,1869,1805,"0.2506","1","0","0","59","933","6622"
"9330049.05","2021S05079330049.05","0049.05",1291,1012,739,,1262,771,708,"0.6446","1","0","0","59","933","6623"
"9330049.06","2021S05079330049.06","0049.06",8739,5490,5060,,6263,4199,3562,"0.4025","1","0","0","59","933","6624"
"9330050.02","2021S05079330050.02","0050.02",6240,3631,3462,6238,6238,3642,3475,"0.6813","0","0","0","59","933","3877"
"9330050.03","2021S05079330050.03","0050.03",6935,4441,4256,6079,6079,3841,3679,"1.293","0","0","0","59","933","5283"
"9330050.04","2021S05079330050.04","0050.04",3196,2009,1865,3148,3148,2015,1874,"0.3066","0","0","0","59","933","5284"
"9330051.01","2021S05079330051.01","0051.01",3252,1418,1309,3389,3389,1413,1312,"0.5443","0","0","0","59","933","2457"
"9330051.02","2021S05079330051.02","0051.02",4608,1942,1825,4671,4671,1843,1739,"0.755","0","0","0","59","933","2458"
"9330052.01","2021S05079330052.01","0052.01",6461,2659,2466,6112,6112,2449,2223,"1.2612","0","0","0","59","933","3878"
"9330052.02","2021S05079330052.02","0052.02",6242,2481,2291,6272,6272,2370,2216,"1.3256","0","0","0","59","933","3879"
"9330053.01","2021S05079330053.01","0053.01",6701,2889,2690,6548,6548,2641,2461,"2.6249","0","0","0","59","933","5285"
"9330053.02","2021S05079330053.02","0053.02",3819,1656,1543,3508,3508,1515,1393,"0.798","0","0","0","59","933","5286"
"9330054.01","2021S05079330054.01","0054.01",3855,1693,1584,4066,4066,1739,1618,"0.586","0","0","0","59","933","5287"
"9330054.02","2021S05079330054.02","0054.02",4638,1815,1727,4476,4476,1686,1575,"0.7927","0","0","0","59","933","5288"
"9330055.01","2021S05079330055.01","0055.01",5425,2842,2673,5407,5407,2750,2612,"0.8045","0","0","0","59","933","4274"
"9330055.02","2021S05079330055.02","0055.02",4406,2574,2463,4381,4381,2550,2439,"0.6522","0","0","0","59","933","4275"
"9330056.01","2021S05079330056.01","0056.01",4077,2506,2353,4142,4142,2511,2401,"1.1288","0","0","0","59","933","5289"
"9330056.02","2021S05079330056.02","0056.02",4467,2457,2320,4545,4545,2441,2297,"0.6673","0","0","0","59","933","5290"
"9330057.01","2021S05079330057.01","0057.01",3492,1841,1708,3082,3082,1665,1475,"0.2311","0","0","0","59","933","5291"
"9330057.02","2021S05079330057.02","0057.02",5012,2568,2373,4980,4980,2467,2227,"1.6262","0","0","0","59","933","5292"
"9330058.00","2021S05079330058.00","0058.00",4151,2231,2031,4203,4203,2292,2089,"1.0881","0","0","0","59","933","2285"
"9330059.07","2021S05079330059.07","0059.07",5646,3504,3153,4896,4896,3059,2668,"0.2539","0","0","0","59","933","2469"
"9330059.08","2021S05079330059.08","0059.08",7131,3842,3579,6976,6976,3840,3449,"0.3375","0","0","0","59","933","2470"
"9330059.09","2021S05079330059.09","0059.09",7976,5538,5172,6911,6911,4861,4509,"0.1998","0","0","0","59","933","2471"
"9330059.10","2021S05079330059.10","0059.10",7089,4661,4299,6298,6298,4309,3924,"0.1992","0","0","0","59","933","2472"
"9330059.11","2021S05079330059.11","0059.11",8566,5500,4956,7163,7163,5202,4256,"0.8597","0","0","0","59","933","2473"
"9330059.13","2021S05079330059.13","0059.13",5079,3136,2789,4753,4753,2960,2596,"0.319","0","0","0","59","933","1294"
"9330059.15","2021S05079330059.15","0059.15",4958,3071,2795,,4821,3073,2809,"0.1499","1","0","0","59","933","6611"
"9330059.16","2021S05079330059.16","0059.16",5527,3260,2976,,4012,2255,2052,"0.4407","1","0","0","59","933","6612"
"9330059.17","2021S05079330059.17","0059.17",5200,3556,3086,,5191,3312,2909,"0.5663","1","0","0","59","933","6627"
"9330059.18","2021S05079330059.18","0059.18",2943,1792,1634,,2504,1670,1468,"0.2148","1","0","0","59","933","6628"
"9330060.01","2021S05079330060.01","0060.01",3184,2212,2080,3124,3124,2174,2058,"0.1486","0","0","0","59","933","5297"
"9330060.02","2021S05079330060.02","0060.02",5799,4125,3791,5986,5986,4109,3987,"0.2319","0","0","0","59","933","5298"
"9330061.00","2021S05079330061.00","0061.00",5275,3825,3527,5111,5111,3659,3509,"0.2121","0","0","0","59","933","2288"
"9330062.00","2021S05079330062.00","0062.00",3390,2487,2273,3426,3426,2512,2355,"0.168","0","0","0","59","933","2289"
"9330063.00","2021S05079330063.00","0063.00",4492,3145,2763,3978,3978,2689,2549,"0.1851","0","0","0","59","933","2290"
"9330064.00","2021S05079330064.00","0064.00",4870,3365,3188,4658,4658,3192,3085,"0.2389","0","0","0","59","933","2291"
"9330065.00","2021S05079330065.00","0065.00",6799,4693,4257,7147,7147,4801,4515,"0.241","0","0","0","59","933","2292"
"9330066.01","2021S05079330066.01","0066.01",3370,2108,1803,,2979,2261,1676,"0.1283","1","0","0","59","933","6619"
"9330066.02","2021S05079330066.02","0066.02",6363,3871,3399,,5660,3649,2923,"0.4281","1","0","0","59","933","6620"
"9330067.01","2021S05079330067.01","0067.01",3724,2714,2514,3772,3772,2633,2544,"0.1863","0","0","0","59","933","2460"
"9330067.02","2021S05079330067.02","0067.02",5126,3177,2799,4773,4773,3016,2585,"0.2208","0","0","0","59","933","2461"
"9330068.00","2021S05079330068.00","0068.00",4940,3625,3360,5085,5085,3662,3493,"4.0575","0","0","0","59","933","2295"
"9330069.02","2021S05079330069.02","0069.02",7309,3932,3226,5080,3926,2111,1661,"9.0083","1","0","0","59","933","2922"
"9330069.03","2021S05079330069.03","0069.03",8177,3450,3048,,9052,4502,3108,"2.3592","1","0","0","59","933","6318"
"9330069.04","2021S05079330069.04","0069.04",2810,1537,1272,,2912,1576,1240,"3.1091","1","0","0","59","933","6319"
"9330100.01","2021S05079330100.01","0100.01",4231,1751,1657,4226,4226,1693,1605,"0.9705","0","0","0","59","933","3882"
"9330100.02","2021S05079330100.02","0100.02",8093,3813,3592,7306,7306,3450,3218,"2.8838","0","0","0","59","933","3883"
"9330101.03","2021S05079330101.03","0101.03",5683,3511,3370,5370,5370,3394,3255,"0.3386","0","0","0","59","933","0605"
"9330101.04","2021S05079330101.04","0101.04",5664,3436,3184,4505,4505,2685,2475,"0.3021","0","0","0","59","933","0613"
"9330101.05","2021S05079330101.05","0101.05",4992,2473,2357,4900,4900,2440,2337,"0.5881","0","0","0","59","933","5738"
"9330101.06","2021S05079330101.06","0101.06",6375,4070,3758,4753,4753,3348,2871,"0.4221","0","0","0","59","933","5757"
"9330102.01","2021S05079330102.01","0102.01",570,199,172,576,576,178,160,"0.2767","0","0","0","59","933","4235"
"9330102.02","2021S05079330102.02","0102.02",7360,2925,2788,6440,6440,2634,2418,"2.572","0","0","0","59","933","4240"
"9330103.01","2021S05079330103.01","0103.01",3454,1639,1553,,3444,1684,1592,"0.7027","1","0","0","59","933","6322"
"9330103.02","2021S05079330103.02","0103.02",4486,2405,2194,,4256,2131,2070,"0.638","1","0","0","59","933","6323"
"9330104.01","2021S05079330104.01","0104.01",2568,1141,1055,,2744,1140,1098,"0.5189","1","0","0","59","933","6320"
"9330104.02","2021S05079330104.02","0104.02",5214,1857,1785,,4954,1827,1706,"1.893","1","0","0","59","933","6321"
"9330110.02","2021S05079330110.02","0110.02",3099,1203,1156,3065,2779,1000,952,"2.191","1","0","0","59","933","5538"
"9330110.03","2021S05079330110.03","0110.03",3104,1333,1260,3130,3130,1327,1215,"38.7666","0","0","0","59","933","5760"
"9330110.04","2021S05079330110.04","0110.04",4043,1472,1439,4236,4236,1479,1444,"1.5078","0","0","0","59","933","5767"
"9330111.02","2021S05079330111.02","0111.02",7392,2784,2716,7567,7567,2796,2750,"32.0499","0","0","0","59","933","3887"
"9330111.04","2021S05079330111.04","0111.04",2373,1168,1136,1855,2141,1068,1051,"1.1176","1","0","0","59","933","4230"
"9330111.05","2021S05079330111.05","0111.05",4264,1602,1549,5005,5005,1755,1721,"3.3093","0","0","0","59","933","4234"
"9330111.06","2021S05079330111.06","0111.06",105,37,30,123,123,40,37,"0.4861","0","0","0","59","933","4286"
"9330111.07","2021S05079330111.07","0111.07",5190,2227,2109,4285,4285,1849,1678,"23.834","0","0","0","59","933","4287"
"9330112.00","2021S05079330112.00","0112.00",2825,1160,1093,2765,2765,1160,1098,"1.0574","0","0","0","59","933","2305"
"9330113.00","2021S05079330113.00","0113.00",8422,3537,3330,7734,7734,3050,2975,"2.9346","0","0","0","59","933","2306"
"9330114.01","2021S05079330114.01","0114.01",2870,967,938,2920,2920,981,959,"1.6624","0","0","0","59","933","5770"
"9330114.02","2021S05079330114.02","0114.02",5301,1896,1833,5315,5315,1879,1789,"2.0103","0","0","0","59","933","5771"
"9330115.00","2021S05079330115.00","0115.00",6017,2133,2068,5836,5836,2044,1992,"4.6825","0","0","0","59","933","2308"
"9330116.00","2021S05079330116.00","0116.00",5213,1924,1850,5238,5238,1933,1797,"16.1051","0","0","0","59","933","2309"
"9330117.00","2021S05079330117.00","0117.00",6264,2339,2242,6001,6001,2310,2142,"2.3834","0","0","0","59","933","2310"
"9330118.00","2021S05079330118.00","0118.00",8572,3993,3738,8073,8073,3650,3493,"3.5202","0","0","0","59","933","2311"
"9330119.00","2021S05079330119.00","0119.00",2713,1100,1049,2280,2280,881,824,"1.3119","0","0","0","59","933","2312"
"9330120.00","2021S05079330120.00","0120.00",4005,1445,1391,3813,3813,1403,1358,"2.2807","0","0","0","59","933","2313"
"9330121.00","2021S05079330121.00","0121.00",4708,1621,1546,4489,4489,1551,1440,"1.8524","0","0","0","59","933","2314"
"9330122.00","2021S05079330122.00","0122.00",4166,1443,1393,4183,4183,1440,1358,"19.2053","0","0","0","59","933","2315"
"9330130.01","2021S05079330130.01","0130.01",4639,2898,2673,4634,4634,2865,2639,"0.8792","0","0","0","59","933","3889"
"9330130.03","2021S05079330130.03","0130.03",5174,2895,2679,4797,4797,2666,2449,"1.4738","0","0","0","59","933","1420"
"9330130.04","2021S05079330130.04","0130.04",2899,1464,1334,2931,2931,1433,1309,"1.7163","0","0","0","59","933","1421"
"9330131.00","2021S05079330131.00","0131.00",7420,2743,2614,7050,7050,2778,2579,"3.3609","0","0","0","59","933","2317"
"9330132.00","2021S05079330132.00","0132.00",3731,1358,1300,3655,3655,1378,1259,"3.3004","0","0","0","59","933","2318"
"9330133.01","2021S05079330133.01","0133.01",3729,1522,1446,3675,3675,1518,1430,"3.9299","0","0","0","59","933","5299"
"9330133.02","2021S05079330133.02","0133.02",6250,2435,2318,6216,6216,2368,2245,"36.7417","0","0","0","59","933","5300"
"9330134.00","2021S05079330134.00","0134.00",7973,3061,2901,7534,7534,3178,2692,"15.1739","0","0","0","59","933","2320"
"9330135.00","2021S05079330135.00","0135.00",5206,1883,1759,4912,4912,1898,1640,"22.3201","0","0","0","59","933","2321"
"9330140.02","2021S05079330140.02","0140.02",7464,3153,3057,7380,7380,3079,3011,"15.6758","0","0","0","59","933","4902"
"9330140.03","2021S05079330140.03","0140.03",4467,1641,1571,4423,4423,1635,1522,"42.1844","0","0","0","59","933","5339"
"9330140.04","2021S05079330140.04","0140.04",5256,1816,1678,5189,5189,1633,1610,"2.5086","0","0","0","59","933","5340"
"9330141.02","2021S05079330141.02","0141.02",811,419,402,785,785,412,397,"0.0826","0","0","0","59","933","2403"
"9330141.03","2021S05079330141.03","0141.03",4956,2130,2052,,5030,2074,2032,"1.4115","1","0","0","59","933","6601"
"9330141.04","2021S05079330141.04","0141.04",3516,1289,1260,,3498,1287,1262,"0.7851","1","0","0","59","933","6602"
"9330142.01","2021S05079330142.01","0142.01",6098,2117,2064,6038,6038,2104,2050,"1.4698","0","0","0","59","933","3891"
"9330142.02","2021S05079330142.02","0142.02",4853,1764,1709,5120,5120,1860,1799,"1.4645","0","0","0","59","933","3892"
"9330142.03","2021S05079330142.03","0142.03",6618,2564,2473,6101,6101,2419,2296,"1.5305","0","0","0","59","933","4276"
"9330143.01","2021S05079330143.01","0143.01",5489,1850,1778,5098,5098,1683,1650,"1.331","0","0","0","59","933","3893"
"9330143.02","2021S05079330143.02","0143.02",4650,1706,1639,4685,4685,1683,1613,"1.3032","0","0","0","59","933","3894"
"9330143.03","2021S05079330143.03","0143.03",4828,1767,1700,4787,4787,1722,1644,"1.34","0","0","0","59","933","3895"
"9330143.04","2021S05079330143.04","0143.04",5590,1861,1815,5664,5664,1842,1801,"1.3211","0","0","0","59","933","4277"
"9330144.03","2021S05079330144.03","0144.03",2553,836,800,2512,2512,826,792,"0.6772","0","0","0","59","933","5301"
"9330144.04","2021S05079330144.04","0144.04",5574,2116,2032,5683,5683,2114,2038,"1.3364","0","0","0","59","933","5302"
"9330144.05","2021S05079330144.05","0144.05",2697,967,927,2813,2813,970,929,"0.6899","0","0","0","59","933","5303"
"9330144.06","2021S05079330144.06","0144.06",5255,1815,1744,5443,5443,1834,1750,"1.3276","0","0","0","59","933","5304"
"9330145.01","2021S05079330145.01","0145.01",4268,1500,1448,4410,4410,1510,1434,"1.336","0","0","0","59","933","2404"
"9330145.02","2021S05079330145.02","0145.02",3171,1083,1050,3228,3228,1036,1020,"1.3767","0","0","0","59","933","2405"
"9330146.00","2021S05079330146.00","0146.00",8114,3017,2905,7086,7086,2523,2363,"4.7848","0","0","0","59","933","2328"
"9330147.04","2021S05079330147.04","0147.04",5249,2477,2406,5368,5368,2459,2419,"0.3308","0","0","0","59","933","5305"
"9330147.05","2021S05079330147.05","0147.05",4528,1937,1871,4553,4553,1910,1826,"0.3296","0","0","0","59","933","5306"
"9330147.07","2021S05079330147.07","0147.07",6996,3788,3549,5712,5712,3015,2766,"0.453","0","0","0","59","933","0697"
"9330147.09","2021S05079330147.09","0147.09",3809,1641,1589,3941,3941,1636,1608,"0.2401","0","0","0","59","933","2406"
"9330147.10","2021S05079330147.10","0147.10",4315,1999,1918,4413,4413,1993,1940,"0.4137","0","0","0","59","933","2407"
"9330147.11","2021S05079330147.11","0147.11",3724,1745,1695,,3851,1753,1703,"0.2066","1","0","0","59","933","6596"
"9330147.12","2021S05079330147.12","0147.12",3901,1819,1727,,4166,1938,1831,"0.3991","1","0","0","59","933","6597"
"9330147.13","2021S05079330147.13","0147.13",5726,2560,2456,,5448,2455,2302,"0.3805","1","0","0","59","933","6606"
"9330147.14","2021S05079330147.14","0147.14",5947,2085,2003,,5447,1876,1794,"2.3036","1","0","0","59","933","6607"
"9330148.01","2021S05079330148.01","0148.01",6033,3115,2733,,4344,1942,1702,"1.2267","1","0","0","59","933","6598"
"9330148.02","2021S05079330148.02","0148.02",5414,3021,2776,,4051,2491,2009,"0.9005","1","0","0","59","933","6599"
"9330148.03","2021S05079330148.03","0148.03",3604,2023,1871,,3007,1784,1621,"0.6631","1","0","0","59","933","6600"
"9330149.02","2021S05079330149.02","0149.02",4600,1591,1533,4725,4725,1622,1550,"1.5319","0","0","0","59","933","3897"
"9330149.05","2021S05079330149.05","0149.05",2221,747,718,2182,2182,720,671,"0.6478","0","0","0","59","933","5540"
"9330149.06","2021S05079330149.06","0149.06",4788,1799,1734,4943,4943,1807,1736,"1.6689","0","0","0","59","933","2410"
"9330149.07","2021S05079330149.07","0149.07",2710,905,858,2664,2664,899,844,"1.0388","0","0","0","59","933","2420"
"9330149.08","2021S05079330149.08","0149.08",4469,1839,1788,4672,4672,1852,1812,"1.0331","0","0","0","59","933","2421"
"9330149.09","2021S05079330149.09","0149.09",2951,1144,1076,2983,2983,1081,1031,"0.6636","0","0","0","59","933","2428"
"9330150.00","2021S05079330150.00","0150.00",819,315,304,814,814,302,298,"17.9453","0","0","0","59","933","2332"
"9330151.03","2021S05079330151.03","0151.03",3586,1320,1224,3022,3022,1024,975,"3.0815","0","0","0","59","933","5308"
"9330151.05","2021S05079330151.05","0151.05",3739,1213,1173,3781,3781,1254,1154,"1.2982","0","0","0","59","933","0691"
"9330151.06","2021S05079330151.06","0151.06",5273,1663,1605,5239,5239,1574,1511,"1.91","0","0","0","59","933","0696"
"9330151.07","2021S05079330151.07","0151.07",7045,3931,3613,3566,3566,1845,1539,"2.968","0","0","0","59","933","4650"
"9330151.09","2021S05079330151.09","0151.09",2568,838,819,,2641,821,805,"0.5913","1","0","0","59","933","6603"
"9330151.10","2021S05079330151.10","0151.10",6630,3135,2981,,4620,2206,2041,"0.6965","1","0","0","59","933","6604"
"9330151.11","2021S05079330151.11","0151.11",3064,974,956,,3183,973,956,"2.013","1","0","0","59","933","6605"
"9330160.01","2021S05079330160.01","0160.01",4574,1708,1658,4606,4606,1731,1659,"2.1615","0","0","0","59","933","2961"
"9330160.02","2021S05079330160.02","0160.02",6707,3107,2988,6990,6990,3213,3123,"6.5824","0","0","0","59","933","2962"
"9330160.03","2021S05079330160.03","0160.03",5855,2314,2218,5784,5784,2146,2049,"2.654","0","0","0","59","933","3898"
"9330160.04","2021S05079330160.04","0160.04",5024,2462,2364,4029,4029,1893,1810,"2.3121","0","0","0","59","933","3899"
"9330161.02","2021S05079330161.02","0161.02",5687,2447,2368,5655,5655,2428,2368,"1.728","0","0","0","59","933","3901"
"9330161.03","2021S05079330161.03","0161.03",6425,2520,2461,6493,6493,2503,2487,"2.3324","0","0","0","59","933","3902"
"9330161.05","2021S05079330161.05","0161.05",5540,2088,2045,5747,5747,2120,2040,"1.6113","0","0","0","59","933","5956"
"9330161.06","2021S05079330161.06","0161.06",5395,2242,2164,4330,4330,1779,1759,"3.7036","0","0","0","59","933","5957"
"9330161.07","2021S05079330161.07","0161.07",10,4,4,10,10,4,4,"0.5331","0","0","0","59","933","4218"
"9330161.08","2021S05079330161.08","0161.08",2256,1081,930,816,816,368,323,"6.5719","0","0","0","59","933","4222"
"9330161.09","2021S05079330161.09","0161.09",2479,828,772,2587,2587,852,798,"136.2185","0","0","0","59","933","4223"
"9330162.01","2021S05079330162.01","0162.01",6095,2011,1945,5746,5746,1926,1830,"2.1433","0","0","0","59","933","3904"
"9330162.02","2021S05079330162.02","0162.02",6877,2166,2082,6510,6510,2110,2000,"2.0774","0","0","0","59","933","3905"
"9330162.04","2021S05079330162.04","0162.04",5857,1953,1897,5755,5755,1903,1875,"4.9189","0","0","0","59","933","4281"
"9330162.05","2021S05079330162.05","0162.05",4917,1603,1478,,4639,1590,1411,"0.9558","1","0","0","59","933","6839"
"9330162.06","2021S05079330162.06","0162.06",3196,1013,935,,3044,1054,930,"0.7018","1","0","0","59","933","6840"
"9330163.01","2021S05079330163.01","0163.01",6497,2135,2034,5874,5874,1989,1872,"1.7325","0","0","0","59","933","2963"
"9330163.04","2021S05079330163.04","0163.04",6009,2042,1933,5668,5668,1932,1825,"2.6233","0","0","0","59","933","4282"
"9330163.05","2021S05079330163.05","0163.05",6176,2115,1997,5530,5530,1953,1812,"1.6434","0","0","0","59","933","5310"
"9330163.06","2021S05079330163.06","0163.06",5346,1821,1732,4329,4329,1455,1355,"0.9853","0","0","0","59","933","5311"
"9330163.07","2021S05079330163.07","0163.07",5473,1758,1667,4891,4891,1616,1490,"1.3187","0","0","0","59","933","5312"
"9330163.08","2021S05079330163.08","0163.08",4326,1403,1320,4031,4031,1397,1265,"1.2586","0","0","0","59","933","5313"
"9330170.03","2021S05079330170.03","0170.03",4395,3098,2878,3921,3921,2781,2589,"0.4898","0","0","0","59","933","5314"
"9330170.04","2021S05079330170.04","0170.04",5970,2718,2484,5457,5457,2570,2298,"2.1784","0","0","0","59","933","5315"
"9330170.05","2021S05079330170.05","0170.05",2938,2060,1960,2629,2629,1877,1807,"0.3206","0","0","0","59","933","5316"
"9330170.07","2021S05079330170.07","0170.07",4663,1676,1579,4122,4122,1662,1552,"1.2192","0","0","0","59","933","5768"
"9330170.08","2021S05079330170.08","0170.08",3973,1989,1834,3823,3823,1966,1759,"0.9656","0","0","0","59","933","5769"
"9330180.05","2021S05079330180.05","0180.05",5470,2201,2111,,4772,1834,1745,"1.2964","1","0","0","59","933","6792"
"9330180.06","2021S05079330180.06","0180.06",3014,1023,997,,2851,994,959,"1.6316","1","0","0","59","933","6793"
"9330180.07","2021S05079330180.07","0180.07",9052,3374,3102,,3734,1477,1298,"8.8354","1","0","0","59","933","6801"
"9330180.08","2021S05079330180.08","0180.08",5874,2233,2089,,5150,2016,1829,"35.8065","1","0","0","59","933","6802"
"9330180.09","2021S05079330180.09","0180.09",7996,3246,3135,,5214,2439,2180,"1.7286","1","0","0","59","933","6803"
"9330180.10","2021S05079330180.10","0180.10",4564,1616,1562,,4340,1566,1499,"1.3137","1","0","0","59","933","6804"
"9330181.03","2021S05079330181.03","0181.03",5335,2196,2062,5221,5221,2211,1991,"6.2587","0","0","0","59","933","4284"
"9330181.07","2021S05079330181.07","0181.07",3471,1339,1297,3582,3582,1342,1295,"1.8656","0","0","0","59","933","4893"
"9330181.08","2021S05079330181.08","0181.08",2834,1057,1007,2530,2530,1003,927,"1.2226","0","0","0","59","933","5893"
"9330181.09","2021S05079330181.09","0181.09",6234,2328,2258,6187,6187,2284,2228,"3.9034","0","0","0","59","933","5894"
"9330181.10","2021S05079330181.10","0181.10",5243,2242,2171,5241,5241,2238,2172,"3.2695","0","0","0","59","933","2261"
"9330181.11","2021S05079330181.11","0181.11",2693,1462,1417,2574,2574,1442,1392,"0.6375","0","0","0","59","933","2262"
"9330181.12","2021S05079330181.12","0181.12",3000,1055,1009,2787,2787,1009,953,"3.4354","0","0","0","59","933","2263"
"9330181.13","2021S05079330181.13","0181.13",4225,1912,1816,3664,3664,1525,1488,"1.8705","0","0","0","59","933","2266"
"9330181.14","2021S05079330181.14","0181.14",4591,1928,1873,3749,3749,1629,1593,"1.4486","0","0","0","59","933","2272"
"9330181.15","2021S05079330181.15","0181.15",71,33,31,120,120,64,58,"1.3222","0","0","0","59","933","4515"
"9330181.16","2021S05079330181.16","0181.16",5839,2336,2229,5332,5332,2142,2097,"2.2791","0","0","0","59","933","4516"
"9330181.17","2021S05079330181.17","0181.17",4794,2001,1917,,4423,1902,1813,"1.8153","1","0","0","59","933","6813"
"9330181.18","2021S05079330181.18","0181.18",3641,1881,1830,,3335,1736,1677,"0.6459","1","0","0","59","933","6814"
"9330182.02","2021S05079330182.02","0182.02",7845,2431,2375,6949,6949,2098,2023,"2.6124","0","0","0","59","933","5902"
"9330182.03","2021S05079330182.03","0182.03",5401,1680,1550,3963,3963,1287,1184,"8.0915","0","0","0","59","933","5903"
"9330182.04","2021S05079330182.04","0182.04",1789,558,542,1782,1782,558,540,"2.2554","0","0","0","59","933","5904"
"9330182.05","2021S05079330182.05","0182.05",7665,2566,2428,7395,7395,2413,2307,"18.9505","0","0","0","59","933","5905"
"9330182.06","2021S05079330182.06","0182.06",1265,434,411,1168,1168,429,393,"9.6974","0","0","0","59","933","5906"
"9330182.07","2021S05079330182.07","0182.07",2400,671,631,,2627,957,800,"39.7595","1","0","0","59","933","6794"
"9330182.08","2021S05079330182.08","0182.08",2946,888,841,,2579,811,735,"10.3844","1","0","0","59","933","6795"
"9330183.01","2021S05079330183.01","0183.01",7315,2356,2281,6341,6341,2139,2018,"2.6634","0","0","0","59","933","3907"
"9330183.03","2021S05079330183.03","0183.03",6908,2765,2636,6180,6180,2591,2494,"2.8692","0","0","0","59","933","4285"
"9330183.06","2021S05079330183.06","0183.06",2616,1037,1021,2372,2372,1037,978,"1.3401","0","0","0","59","933","6048"
"9330183.07","2021S05079330183.07","0183.07",7266,2443,2369,6691,6691,2373,2275,"2.5466","0","0","0","59","933","6049"
"9330183.10","2021S05079330183.10","0183.10",4466,1701,1567,,3401,1350,1273,"0.6634","1","0","0","59","933","6796"
"9330183.11","2021S05079330183.11","0183.11",5669,2403,2324,,4852,2069,2016,"0.6429","1","0","0","59","933","6797"
"9330183.12","2021S05079330183.12","0183.12",3431,1264,1219,,2884,1123,1062,"3.4276","1","0","0","59","933","6798"
"9330183.13","2021S05079330183.13","0183.13",6992,2566,2437,,6607,2520,2354,"1.08","1","0","0","59","933","6799"
"9330183.14","2021S05079330183.14","0183.14",3363,1217,1127,,2774,1034,957,"1.3827","1","0","0","59","933","6800"
"9330183.15","2021S05079330183.15","0183.15",3944,1274,1246,,3916,1275,1268,"1.2582","1","0","0","59","933","6831"
"9330183.16","2021S05079330183.16","0183.16",3141,975,937,,2638,786,762,"1.339","1","0","0","59","933","6832"
